dialog_act,utterance,predicted_dialogact
reqalts,anything else,hello
thankyou,thank you good bye,thankyou
inform,im looking for a thai restaurant,inform
request,what type of food,request
request,what is the address and phone number,request
inform,moderately priced restaurant serving moroccan food,inform
,sil,inform
reqalts,how about indian type food,reqalts
,noise,negate
request,can i have the address and phone number,inform
inform,noise west,negate
request,what is the address,request
inform,im looking for a restaurant in the north part of town that serves african food,inform
thankyou,thank you good bye,thankyou
request,what is the address,request
request,could i have the phone number please,request
request,breath whats the phone number of the venue,request
request,what is the address,request
request,the address,inform
inform,i would like crossover food,inform
,unintelligible,inform
inform,modern european food,inform
inform,i would like modern european food,inform
request,price range,inform
inform,cheap restaurant,inform
thankyou,thank you good bye,thankyou
inform,moderately priced,inform
inform,moderate,inform
request,post code,inform
inform,moderately priced restaurant,inform
inform,west part of town,inform
reqalts,anything else,hello
affirm,right,inform
thankyou,thank you good bye,thankyou
inform,russian food,inform
inform,i dont care,inform
inform,barbecue,inform
inform,barbecue,inform
affirm,yes,affirm
request,address,inform
thankyou,thank you good bye,thankyou
thankyou,thank you good bye,thankyou
request,phone number,inform
request,what is the address and phone number,request
,and,inform
reqalts,what about a restaurant that serves chinese food,hello
,and the,inform
inform,cheap restaurant in the east of town,inform
thankyou,thank you good bye,thankyou
inform,polish food,inform
inform,north american food,negate
inform,it doesnt matter,inform
inform,catalan,inform
request,phone number,inform
reqalts,how about portuguese food,reqalts
inform,expensive restaurant east part of town,inform
thankyou,thank you good bye,thankyou
inform,i need a moderately priced restaurant in the west part of town,inform
inform,thai,inform
inform,thai food,inform
reqalts,how about thai food,reqalts
affirm,uh yes im looking for a cheap restaurant in the west part of town,affirm
inform,uh it doesnt matter,inform
request,okay and uh whats their phone number please,ack
bye,okay and um thank you and good bye,ack
inform,id like an expensive restaurant,inform
negate,no,negate
inform,looking for an expensive restaurant that serves afghan food,inform
inform,moderately priced restaurant,inform
,sil,inform
inform,it doesnt matter,inform
request,whats the phone number,request
inform,doesnt matter,inform
inform,restaurant in central,inform
thankyou,thank you goodbye,thankyou
inform,danish food,inform
inform,dont care,inform
inform,moderately,inform
,cough,inform
inform,center,inform
inform,afghan,inform
affirm,thats correct gastropub food,inform
thankyou,thank you good bye,thankyou
inform,east part,inform
inform,um i dont know,negate
inform,i want a restaurant in the north part of town that serves vietnamese food,negate
reqalts,what about in the west area,request
request,phone number,inform
request,whats the address,request
,sil,inform
request,where,inform
restart,oh jesus christ start over,restart
inform,moderate price,inform
inform,spanish food,inform
negate,no spanish,negate
inform,i dont care moderate price,inform
confirm,is it moderate priced,confirm
request,can i have the address,inform
inform,cheap,inform
request,address,inform
request,post code,inform
affirm,yes,affirm
request,whats the address,request
thankyou,thank you good bye,thankyou
,breathing,hello
,inaudible,inform
request,price range,inform
request,price range,inform
inform,indian,inform
,sil,inform
,adress,inform
request,address,inform
inform,im looking for a restaurant in the east part that serves creative food,inform
thankyou,thank you good bye,thankyou
request,address,inform
inform,center town,inform
affirm,yes,affirm
reqalts,how about european food,reqalts
inform,okay i dont care about price range,ack
thankyou,thank you good bye,thankyou
,noise,negate
inform,venetian,inform
affirm,yes,affirm
negate,no,negate
,sil,inform
,noise,negate
,unintelligible,inform
inform,okay then any,ack
thankyou,thank you good bye,thankyou
inform,i dont care,inform
thankyou,thank you goodbye,thankyou
,sil,inform
thankyou,thank you,thankyou
inform,um i dont care i just want traditional food,inform
affirm,yes,affirm
reqalts,how about french,reqalts
inform,it doesnt matter,inform
request,may i have the address and area,inform
request,i would like the address,inform
inform,doesnt matter,inform
inform,any area,inform
,uh,inform
affirm,yes,affirm
inform,im looking for a restaurant serving british food then,inform
inform,east,inform
inform,east,inform
,dont,inform
inform,i want an expensive restaurant that serves sea food,inform
request,what is the area,request
inform,i need a restaurant in the west part of town,inform
repeat,repeat,inform
inform,spanish,inform
request,phone number,inform
reqalts,is there anything else,hello
thankyou,thank you good bye,thankyou
inform,any,inform
request,whats the address,request
,noise,negate
,noise,negate
inform,tv_noise im looking for a restaurant in the moderately pri,inform
request,may i have the address and phone number,inform
inform,any type,inform
affirm,yes,affirm
inform,any kind of food,inform
thankyou,thank you good bye,thankyou
affirm,yea,affirm
inform,indian,inform
thankyou,thank you good bye,thankyou
request,address and post code,inform
thankyou,thank you good bye,thankyou
request,phone number,inform
thankyou,thank you good bye,thankyou
,sil,inform
thankyou,thank you good bye,thankyou
inform,west,inform
inform,center,inform
inform,the east part,inform
inform,any type,inform
request,phone number,inform
,sil,inform
inform,moderate price range please,inform
hello,hello,hello
reqalts,how about chinese food,hello
inform,a chi ok lets look for chinese restaurant,hello
reqalts,how about vietnamese food,reqalts
request,address phone number,inform
inform,i want vegetarian food,inform
reqalts,how about portuguese,reqalts
inform,im looking for an expensive restaurant in the east part of town,inform
thankyou,thank you goodbye,thankyou
reqalts,how about international food,reqalts
inform,any price range,inform
inform,sea food,inform
inform,chinese,hello
request,and the phone number,inform
inform,expensive restaurant,inform
inform,caribbean food,inform
reqalts,how about vietnamese,reqalts
thankyou,thank you good bye,thankyou
inform,a restaurant in the south part of town serving italian food,inform
thankyou,thank you good bye,thankyou
inform,id like to find a moderately priced restaurant in the east part of town,inform
inform,chinese,hello
,the addre,inform
bye,k you goodbye,bye
request,address,inform
thankyou,thank you good bye,thankyou
request,address,inform
thankyou,thank you good bye,thankyou
request,phone number,inform
thankyou,thank you good bye,thankyou
inform,doesnt matter,inform
inform,thai food,inform
request,what is the address and phone number,request
affirm,yes,affirm
inform,i want a restaurant in the north part of town,negate
inform,im looking for an indian restaurant in the north part of town,inform
thankyou,okay thank you,ack
thankyou,thank you good bye,thankyou
thankyou,thank you good bye,thankyou
inform,north,negate
request,address,inform
thankyou,thank you good bye,thankyou
inform,cheap restaurant,inform
thankyou,thank you good bye,thankyou
thankyou,thank you good bye,thankyou
,unintelligible,inform
inform,im looking for something in the west side,hello
request,can i have the address of it,inform
negate,no,negate
thankyou,thank you good bye,thankyou
thankyou,thank you good bye,thankyou
,noise,negate
,noise,negate
thankyou,thank you good bye,thankyou
inform,thai,inform
request,post code,inform
thankyou,thank you good bye,thankyou
thankyou,thank you goodbye,thankyou
inform,looking for something with gastropub on the east side of town,hello
inform,british food,inform
inform,i dont care,inform
request,and what is their phone number,request
request,the post code,inform
inform,in a moderate price range,inform
request,whats the phone number,request
inform,italian food,inform
request,address,inform
request,address,inform
thankyou,thank you goodbye,thankyou
inform,im looking for a cheap restaurant in the east part of town,inform
affirm,yes,affirm
request,what type of food is it,confirm
thankyou,thank you good bye,thankyou
inform,can i have a british restaurant in the east please,inform
inform,you know thai thai food,negate
inform,thai,inform
request,and the price range,inform
thankyou,thank you goodbye,thankyou
inform,id like a restaurant in the center that serves mediterranean food,inform
thankyou,thank you good bye,thankyou
thankyou,thank you good bye,thankyou
inform,any price range,inform
inform,spanish,inform
inform,spanish food,inform
request,price range,inform
inform,jamaican food,inform
inform,food type,inform
inform,east part of town,inform
inform,jamaican food,inform
inform,portuguese food,inform
inform,could i have the asian oriental restaurant,request
inform,expensive,inform
request,phone number,inform
request,what is the post code,request
,noise,negate
reqalts,is there anything else besides golden wok,hello
inform,im looking for a restaurant in the center that serves romanian food,inform
inform,romanian,inform
inform,moderately,inform
inform,south,inform
inform,moderately,inform
request,phone number,inform
request,could i have their phone number as well,request
reqalts,anything else,hello
thankyou,thank you good bye,thankyou
inform,expensive restaurant,inform
inform,i want a restaurant in the center,inform
inform,is there mediterranean food,inform
request,what is the address,request
inform,venetian,inform
inform,vegetarian,inform
request,phone,inform
inform,im looking for a restaurant in the west part of town that should serve english food,inform
request,price range,inform
thankyou,thank you good bye,thankyou
thankyou,thank you good bye,thankyou
thankyou,thank you good bye,thankyou
inform,it doesnt matter,inform
inform,i would like to find a restaurant in the north part of town,negate
inform,scandinavian food,inform
inform,italian,inform
request,whats the address,request
,noise,negate
inform,i dont care,inform
request,can i have the address and phone number,inform
request,well whats the phone number,request
request,phone number,inform
request,phone number,inform
request,um whats the price range,request
request,address,inform
inform,im looking for an expensive restaurant that serves belgium food,inform
reqalts,what about european food,request
request,what is the area,request
inform,korean,inform
inform,north,negate
request,what is the phone number and address,request
request,and the phone number,inform
request,address,inform
inform,food,inform
inform,any,inform
request,what is the post code,request
request,address,inform
reqalts,how about indian,reqalts
,um,inform
inform,north,negate
inform,mediterranean,inform
request,address and phone number,inform
inform,north,negate
request,address,inform
thankyou,thank you goodbye,thankyou
thankyou,thank you good bye,thankyou
inform,uh cheap restaurant in the north part of town,negate
request,address,inform
inform,looking for something moderately priced on the north side of town,hello
reqalts,is there anything else,hello
affirm,ye,inform
request,what is the area,request
request,what kind of food does it serve,confirm
confirm,does it serve sea food,confirm
thankyou,thank you good bye,thankyou
inform,moroccan food,inform
reqalts,okay how about indian food,ack
inform,japanese,inform
inform,cheap,inform
inform,west,inform
inform,moderate,inform
,sil,inform
request,what type of food,request
inform,i dont care bye,inform
thankyou,thank you good bye,thankyou
inform,um i would like to find an expensive restaurant in the south part of town,inform
inform,i want a cheap restaurant in the north part of town,negate
thankyou,thank you good bye,thankyou
inform,restaurant in the west part of town,inform
thankyou,thank you good bye,thankyou
inform,swiss food,inform
inform,romanian food,inform
reqalts,what about asian oriental food,request
thankyou,thank you good bye,thankyou
inform,moderate price range,inform
request,what is the phone number,request
inform,dont care,inform
request,phone number,inform
inform,restaurant in the west part of town,inform
inform,center,inform
inform,italian,inform
request,address,inform
request,phone number,inform
thankyou,thank you good bye,thankyou
thankyou,thank you good bye,thankyou
inform,im looking for a restaurant that serves austrian food,inform
request,can i have the address and postal code,inform
inform,steak,inform
inform,any food that serves any restaurant thats expensive,inform
thankyou,thank you good bye,thankyou
request,address,inform
request,um what is the address and phone number,request
thankyou,thank you good bye,thankyou
request,what is the address,request
inform,expensive french,inform
request,phone number,inform
thankyou,thank you goodbye,thankyou
inform,cheap restaurant in the north,negate
request,type of food,inform
,sil,inform
request,whats the address,request
request,phone number,inform
request,whats the post code,request
request,price range,inform
,sil,inform
inform,im looking for a moderately priced restaurant in the east part of town,inform
thankyou,thank you good bye,thankyou
inform,scandinavian food,inform
hello,serve hello food,hello
request,price range,inform
request,phone number,inform
request,phone number,inform
bye,good bye,bye
inform,thai food,inform
inform,i dont give a damn about chinese food i want thai food,hello
inform,food from thailand,inform
inform,i dont give a fuck if hk fusion serves chinese food im looking for thai food,hello
inform,tuscan food,inform
inform,im looking for an expensive restaurant serving turkish food,inform
inform,mexican,inform
request,phone number,inform
inform,moderate,inform
inform,moderate,inform
reqalts,how about moderate,reqalts
thankyou,thank you,thankyou
,um,inform
thankyou,thank you good bye,thankyou
reqalts,what about indian,request
request,what is the phone number,request
inform,i need restaurant serves spanish food,inform
inform,id like to find a restaurant in any area serving mediterranean food,inform
inform,mediterranean food,inform
thankyou,thank you good bye,thankyou
inform,moderate,inform
request,phone number,inform
request,whats the phone number,request
request,the phone number,inform
thankyou,thank you good bye,thankyou
inform,expensive french food,inform
reqalts,anything else,hello
request,phone number,inform
thankyou,thank you good bye,thankyou
bye,good bye,bye
request,address,inform
request,address,inform
,noise,negate
inform,french,inform
request,what is the address and phone number,request
thankyou,thank you good bye,thankyou
inform,and the food type,inform
reqalts,is there anything else,hello
request,what is the phone number,request
affirm,yes,affirm
inform,restaurant in the east part of town international food,inform
,spice,inform
thankyou,thank you good bye,thankyou
reqalts,how about indian food,reqalts
inform,an expensive restaurant in the south part of town,inform
inform,doesnt matter,inform
request,how about the phone number,reqalts
request,what is the address and phone number,request
thankyou,thank you good bye,thankyou
request,what type of food do they serve,confirm
request,whats the price range,request
inform,i dont care can i try again,repeat
inform,id like a restaurant that serves thai food,inform
thankyou,thank you good bye,thankyou
inform,lebanese,inform
request,address,inform
thankyou,thank you good bye,thankyou
request,what is the address,request
inform,north american type of food,negate
request,post code,inform
inform,im looking for a restaurant in the center,inform
reqalts,what about belgian food,request
request,what is the phone number,request
,noise,negate
request,whats the phone number,request
thankyou,thank you good bye,thankyou
inform,cantonese food,inform
request,can i have the post code,inform
inform,id like a restaurant in the north part of town serving indian food,negate
request,what is the address phone number and price range,request
inform,expensive restaurant south part of town,inform
request,price,inform
request,what is the address,request
inform,im looking for moderately priced restaurant in the east part of town,inform
request,phone number,inform
,noise,negate
request,post code,inform
inform,im looking for a restaurant in the north part of town that serves thai food,inform
confirm,is it in the north part of town,confirm
inform,how about in the west area,reqalts
,unintelligible,inform
request,what is the phone number,request
request,okay do you have the address for da vinci pizzeria,ack
thankyou,thank you good bye,thankyou
inform,south,inform
thankyou,thank you good bye,thankyou
request,what is the phone number,request
request,and what is the price range,request
inform,brazilian food,inform
request,area,inform
request,location,inform
request,what type of food do they serve,confirm
request,address,inform
request,address,inform
request,address,inform
inform,i want to find a moderately priced restaurant in the south part of time,inform
inform,expensive,inform
inform,moderate priced restaurant that serves indian food,inform
inform,im looking for a moderate priced restaurant that serves indian food,inform
reqalts,is there anything else,hello
bye,see you goodbye,bye
inform,im looking for a korean restaurant,inform
thankyou,thank you good bye,thankyou
thankyou,thank you good bye,thankyou
inform,indian food,inform
,unintelligible,inform
request,address,inform
,noise,negate
request,can i get the phone number and address,inform
request,in the cheap price range,inform
thankyou,thank you good bye,thankyou
inform,i dont care,inform
thankyou,thank you bye,thankyou
inform,thai,inform
confirm,does it serve thai food,confirm
request,what is the address and phone number,request
inform,french food,inform
inform,eritrean food in the east part of town,inform
request,and postcode,inform
thankyou,thank you goodbye,thankyou
reqalts,what about italian,request
request,can i get the phone number,inform
inform,polynesian food,inform
thankyou,thank you good bye,thankyou
request,and where is it,confirm
confirm,is that in the north part of town,negate
affirm,yes,affirm
reqalts,are there any other options,inform
request,what is the phone number,request
request,what area is it in,confirm
request,whats its phone number,request
inform,moderate,inform
request,address,inform
inform,korean food in the north part of town,negate
inform,i want a restaurant in the north part of town,negate
inform,any,inform
inform,i dont care,inform
inform,asian,inform
thankyou,thank you good bye,thankyou
request,whats the address,request
request,phone number,inform
inform,moroccan,inform
,noise,negate
,or,inform
request,what is the address,request
thankyou,thank you good bye,thankyou
,unintelligible,inform
inform,spanish food,inform
bye,unintelligible good bye,bye
affirm,uh yes im looking for a belgian restaurant in new york city,affirm
inform,turkish,inform
request,can i have the address and the post code please,inform
thankyou,thank you good bye,thankyou
inform,im looking for a restaurant,inform
inform,in the center part of town french food,inform
thankyou,thank you good bye,thankyou
reqalts,how about french food,reqalts
bye,good bye,bye
,sil,inform
inform,in the south part of town,inform
request,and whats the post code,request
request,whats their address,request
inform,portuguese food,inform
inform,im looking for a moderately priced restaurant in the east part of town,inform
inform,portuguese,inform
request,may i have the phone number,inform
thankyou,thank you good bye,thankyou
request,phone number,inform
request,post code,inform
inform,any,inform
thankyou,thank you good bye,thankyou
inform,im looking for a restaurant in the center of town,inform
inform,im looking for traditional food,inform
request,and the phone number,inform
inform,center,inform
request,what is the type of food,request
thankyou,thank you goodbye,thankyou
inform,tuscan,inform
request,phone number,inform
thankyou,thank you good bye,thankyou
thankyou,thank you good bye,thankyou
,sil,inform
reqalts,next,inform
inform,noise south part of town,negate
inform,south,inform
inform,european food,inform
thankyou,thank you good bye,thankyou
inform,any,inform
inform,thai,inform
inform,thai food,inform
inform,thai food,inform
request,address,inform
inform,expensive,inform
inform,im looking for an expensive restaurant that serves venetian food,inform
request,whats the phone number,request
inform,west part of town cuban food,inform
,priced,inform
request,address,inform
inform,im looking for african food,inform
request,whats the address and phone number,request
