dialog_act,utterance
thankyou,thank you good bye
inform,russian
affirm,yes
negate,no
inform,im looking for a cheap restaurant in the north part of town
negate,no im looking for a moderately priced restaurant that
inform,id like to find a restaurant in the north part of town serving french food
request,whats the address
inform,moderately priced
request,whats their address
inform,korean
inform,cantonese food
null,sil
reqalts,anything else
inform,moderate
reqalts,how about spanish types of food
negate,no
null,okay uh what about the other
inform,cambridge vietnamese food
request,what is the address and area
inform,uh scandinavian food
affirm,yes im looking for a restaurant in the north part of town
reqalts,is there anything else
inform,uh korean food
inform,okay moderate price range gastropub
inform,west part of town
inform,do you have christmas food
inform,steak house
affirm,yeah im in the west part of town and im looking for some vietnamese
null,unintelligible
reqalts,how about turkish food
inform,hungarian food
inform,can i have it in any price range
inform,south
inform,i dont care
request,phone number
thankyou,thank you goodbye
null,okay
inform,moderately priced restaurant
inform,any
reqalts,what about a moderately priced restaurant in the south part of town
null,sil
request,what is the address and telephone number
thankyou,thank you good bye
request,what kind of food do they serve there
null,system
reqalts,how about gastropub
inform,expensive restaurant
inform,gastropub restaurant
inform,i dont care
thankyou,thank you good bye
inform,turkish
inform,im looking for a cheap restaurant in the east part of town
inform,i dont care
inform,im looking for an expensive restaurant that serves european
inform,south part of town
inform,that food tv_noise
null,i am
inform,west part of town creative food
inform,cheap
inform,south
inform,i would like a cheap restaurant in the north part of town
reqalts,anything else
request,ah could you give me the address
inform,i dont care about the price
affirm,yes a moderately priced restaurant
inform,i dont care
thankyou,thank you goodbye
inform,indian food
inform,moderately priced
inform,im looking for a restaurant serving vegetarian food
inform,italian food
inform,east
null,sil
inform,east part of town
affirm,yes
inform,north part of town
request,area
thankyou,thank you good bye
negate,no
bye,okay good bye
request,and the post code
inform,im looking for a moderately priced restaurant in the
thankyou,thank you good bye
inform,east part of town
inform,oriental
affirm,yes
request,i need an address
request,and post code
reqalts,is there anything else
ack,okay um
request,can i get the phone number
inform,north part of town
negate,no asian
inform,i do not care
request,location
thankyou,thank you good bye
inform,spanish
affirm,right
thankyou,thank you good bye
inform,what about a restaurant serving chinese food
request,what food is available in the south part of town
request,phone number
thankyou,thank you good bye
request,could i have the address and phone number
thankyou,thank you good bye
inform,im looking for traditional food
inform,im looking for a cheap restaurant in the south part of town
inform,moderate
inform,portuguese food
inform,any
inform,i want a restaurant in the center of town that serves vinesha
thankyou,thank you good bye
inform,anything
inform,any area
inform,moderate priced
inform,moderately priced restaurant
inform,any
request,address
inform,south
reqalts,what about international food
inform,kosher
request,phone number
request,uh whats the phone number and address please
request,what is the post code
reqalts,is there anything else
request,and the area
inform,cheap
request,address
request,and the phone number
inform,thai
reqalts,anything else
reqalts,how about turkish type of food
request,can i get the address and phone number
request,can i have the address
reqalts,how about italian
inform,doesnt matter
reqalts,how about portuguese
null,sil
inform,expensive restaurant serves
request,what is the type of food
reqalts,okay how about asian oriental
thankyou,thank you good bye
request,talking whats the address
inform,looking for a moderately priced restaurant in the east part of town
inform,indian food
inform,cheap
inform,chinese food
inform,barbecue
request,phone number
reqalts,is there anything else
request,what is the address phone number and post code
inform,cheap
inform,food
thankyou,thank you good bye
inform,north part of town
request,what area of town
inform,moroccan food
request,phone number
inform,kitalian food
thankyou,thank you good bye
thankyou,thank you goodbye
affirm,yes
inform,asian oriental
inform,expensive
request,post code
null,okay what was the first one
inform,food
null,s
null,noise
request,can i have the address and phone number
thankyou,thank you good bye
inform,im looking for an expensive restaurant
inform,i dont care
thankyou,um thank you good bye
thankyou,thank you good bye
request,phone number
affirm,yes
inform,im looking for turkish food
inform,im looking for a restaurant serving chinese food
request,whats the address
request,address
inform,moderately
null,unintelligible
inform,asian oriental food
request,how about the address
inform,noise looking for an expensive restaurant
request,what type of food is served
request,phone number
request,and what is the post code
inform,indonesian food
request,what type of food is it
affirm,yes
inform,west
negate,no asian oriental
request,address phone number and post code
request,phone number
inform,id like a austrian restaurant in the south part of town
null,noise
reqalts,is there anything else
inform,im looking for a restaurant in the west part of town that serves scottish
thankyou,thank you good bye
inform,restaurants
request,what is the area
inform,looking for a moderately priced restaurant that serves cancun
thankyou,thank you good bye
request,could you get me the phone number
request,what is the phone number
null,noise
thankyou,thank you good bye
inform,moroccan food
inform,the south part of town
inform,can i have a restaurant in the center with spanish food
deny,wrong
inform,looking for african food in the center of town
thankyou,noise thank you good bye
reqalts,what about italian food
inform,id like thai food
inform,asian oriental
request,what is the address
inform,chinese food east part of town
thankyou,thank you good bye
inform,i dont care
thankyou,thank you goodbye
request,whats the address
inform,im looking for an expensive restaurant that serves
null,noise
inform,im looking for italian food
inform,canapes
reqalts,how about european
null,noise
inform,restaurant south part of town english food
request,phone number
inform,uh vietnamese
request,price
thankyou,thank you good bye
null,noise
inform,moderately priced restaurant
inform,i am looking for a moderately priced restaurant in the north
thankyou,thank you good bye
thankyou,ok thanks goodbye
request,phone number
reqalts,how about indian food
null,sil
negate,no
request,what is the address
inform,iam looking for a cheap restaurant and it should be in the north part of town
inform,cheap restaurant
affirm,uh yes id like an expensive restaurant that serves vegetarian food
reqalts,how about north american
inform,moderately priced restaurant in the west part of town
reqalts,what about indian food
inform,im looking for a moderately priced restaurant in the south part of town
reqalts,how about indian
inform,find a moderately priced restaurant that serves bask food
request,what kind of food do they serve
request,phone number
request,what is the address phone number and price range
thankyou,thank you good bye
inform,chinese food
affirm,perfect
request,phone number
inform,sea food
request,what is the address and post code
null,sil
null,noise
inform,expensive restaurant
request,what is the phone number
inform,the south part of town
request,may i have the phone number and address
inform,north
thankyou,thank you good bye
reqalts,how about gastropub type food
affirm,yes
inform,any
request,and phone number
reqalts,is there anything else
reqalts,uh is there anything else
inform,i dont care
request,can i have the phone number
request,address
request,what kind of food does it serve
thankyou,thank you good bye
negate,no
request,what is the price range
inform,im looking for a moderately priced restaurant in the east part of town
inform,irish
thankyou,thank you good bye
thankyou,thank you good bye
inform,afghan
affirm,im looking yes a restaurant in the east of town
inform,i dont care
inform,expensive
inform,i would like to find a moderately priced restaurant in the north part of town please
request,what is the phone number
thankyou,thank you good bye
inform,west
request,what is the address
thankyou,thank you good bye
request,may i have the post code
request,whats the address
inform,dont care
inform,i dont care
null,laugh
inform,serving asian oriental
inform,cantonese food
inform,need a cheap restaurant
request,whats the address
request,what is the address and phone number
inform,chinese food im looking for sea food
thankyou,thank you
inform,it does not matter
inform,japanese food
inform,spanish
negate,no
affirm,yes
inform,european
request,post code
inform,christmas food west of town
inform,the center of town
request,what is the phone number
request,whats the address phone number and price
inform,it doesnt matter
inform,id like a moderately priced restaurant
inform,moderately priced food
request,and can you tell me the phone number
inform,how bout thai
request,and the area
inform,an expensive restaurant serving thai food
request,what is their address
inform,cheap
request,area
inform,center
inform,i want to find a cheap restaurant in the south part of town
thankyou,thank you good bye
inform,bistro food
inform,korean
inform,im looking for a cheap restaurant that serves portuguese food
inform,doesnt matter
bye,good bye
thankyou,thank you good bye
request,can i get the address
inform,the west part of town id like a cheap restaurant
thankyou,thank you good bye
inform,gastropub food
inform,im looking for a restaurant in any area that serves north american type
affirm,yes
request,can i have the phone number
inform,international food
thankyou,thank you good bye
request,and whats the phone number
inform,indian food
request,area
reqalts,how about modern european type of food
inform,im looking a cheap restaurant
thankyou,thank you good bye
inform,any
request,address phone number and type of food
inform,any food
inform,moderately priced
inform,any area
confirm,does it serve baskaye food
reqalts,how about turkish food
request,what is the phone number
inform,i need a restaurant in the west part of town that serves english food
inform,dont care want afghan food afghan food afghan
hello,hi im looking for
thankyou,thank you good bye
thankyou,thank you good bye
request,can i have the address
null,um breath
request,could i have the phone number
inform,it doesnt matter
request,can i get the phone number
inform,doesnt matter
thankyou,thank you good bye
affirm,yes
inform,west
inform,i dont care
request,whats the address
thankyou,thank you good bye
null,unintelligible
request,what part of town
affirm,yes
null,unintelligible
inform,i would like expensive food
thankyou,thank you good bye
inform,the center of town
inform,moderately priced restaurant
thankyou,thank you goodbye
inform,uh north
bye,good bye
request,the address
inform,im looking for a moderately priced restaurant
thankyou,thank you good bye
request,phone number
inform,im looking for a cheap restaurant in the east part of town
inform,indian
inform,japanese food
inform,dont care
reqalts,anything else
request,phone number
request,whats the address and phone number
inform,indian type of food
inform,im looking for a restaurant that serves african food
null,im loo
confirm,does it serve canapes food
request,could i have the phone number
restart,uh start over
affirm,yes
inform,north part of town
request,can i have the address and post code
inform,expensive mediterranean food
null,sil
inform,spanish food in west area
reqalts,how about asian oriental
inform,expensive restaurants
reqalts,how about lebanese food
request,type of food
null,sil
request,may i have the address phone number and price range
request,whats the address
inform,indian food
inform,south
request,address
request,address
request,what is the address
inform,im looking for a restaurant that serves european food
request,whats the phone number
inform,swiss
inform,the south
inform,im looking for a restaurant in the center
request,phone number
thankyou,thank you goodbye
inform,chinese food
request,whats the phone number
inform,gastropub food
request,and the price range
thankyou,thank you good bye
request,what is the address
inform,irish food
inform,the south part of town
request,what area is that
request,whats the address
inform,korean
null,noise
request,what kind of food does it serve
inform,british food
request,whats their phone number
inform,noise center
affirm,yes
inform,cheap
inform,looking for a cheap restaurant in the east part of town
request,whats the phone number
inform,anything
inform,thai
inform,cheap australian
request,can i have the phone number
inform,creative
inform,doesnt matter
thankyou,thank you good bye
inform,the north
thankyou,thank you good bye
hello,hi
thankyou,thank you goodbye
thankyou,thank you good bye
affirm,yes
request,what is the phone number
inform,turkish food
negate,no
null,noise
request,whats the phone number
request,what is the address
null,sil
inform,spanish food
thankyou,thank you good bye
inform,im looking for a cheap restaurant serving russian food
thankyou,thank you good bye
null,sil
reqalts,what about italian food
null,noise
affirm,yes and in french please
thankyou,thank you good bye
inform,i want a restaurant in the north part of town that serves french food
affirm,yes
thankyou,thank you goodbye
inform,i would like a restaurant that serves gastropub food
affirm,yes
affirm,yeah
inform,can i have a cheap restaurant in the west part of town
inform,uh medium
inform,afghan food
inform,restaurant any area japanese food
inform,i dont care
inform,i dont care
request,phone number
inform,cheap
confirm,is it in the east of town
inform,any
request,may i have the address and phone number for that venue
thankyou,thank you goodbye
inform,hindi food is okay
request,phone number
thankyou,thank you good bye
request,may i have the address and type of food
thankyou,thank you goodbye
null,noise
reqalts,how about french
reqalts,what about asian oriental food
affirm,yes
inform,chinese food
inform,i dont care
inform,spanish
request,what is the price range
inform,eritrean food
thankyou,thank you good bye
affirm,ah yes im looking for persian food though
inform,moderately priced restaurant halal food
thankyou,thank you good bye
request,address noise
inform,any area
inform,in the east part of town
inform,turkish food
inform,turkish food
thankyou,thank you good bye
inform,east part of town
negate,wrong no
inform,west part of town
inform,i dont care
thankyou,thank you
bye,good bye
request,whats the address
request,whats the phone number
request,and their phone number
null,sil
inform,what about other parts of town
inform,south part of town
request,phone
inform,italian food
inform,i need a restaurant in the east part of town that serves canape food
thankyou,thank you good bye
request,what type of food
request,what area
inform,german food
request,whats their phone number
request,whats the address
negate,no
null,noise
request,what is the phone number
request,phone number
request,phone number
inform,swedish food
inform,traditional food
inform,im looking for a restaurant in the center
null,sil
reqalts,anything else
affirm,yes
inform,japanese food
inform,portuguese food
request,phone number
bye,good bye
inform,indian food
inform,expensive restaurant in the south part of town
inform,im looking for a cheap restaurant in the north part of town
inform,expensive restaurant in the south part of town
request,can i get the address
inform,irish food
reqalts,anything else
request,and their phone number
request,address
inform,cheap
inform,indian food
inform,i want a restaurant in the north par
request,phone number
request,whats their address
inform,west
request,and whats the post code
thankyou,thank you
inform,uh it doesnt matter
inform,looking for a moderately priced restaurant in the east part of town
request,phone number
null,sil
inform,north
reqalts,is there a restaurant in the west part of town that serves vietnamese food
inform,korean
inform,cantonese food
request,can i get the address
null,um i want
request,whats the address
inform,west
request,phone number
inform,vietnamese
inform,uh it doesnt matter
thankyou,thank you good bye
request,phone number and post code
inform,cheap restaurant
request,whats the type of food
thankyou,thank you good bye
inform,im looking for a cheap restaurant in the east part of town
request,what type of food do they serve
request,can i have the address and phone number
null,unintelligible
request,phone number
inform,east
request,can i have the address and post code
inform,the food
thankyou,thank you good bye
request,the phone number
affirm,yeah im looking for a moderately priced restaurant
request,okay phone number
request,phone number
request,whats the address
confirm,does it serve canapes food noise
inform,expensive restaurant asian food
inform,south part of town
request,phone number
inform,im looking for a cheap restaurant in the south part of town
inform,dont care
thankyou,thank you goodbye
inform,the south
thankyou,thank you good bye
request,whats their address
inform,noise east
inform,um any time of european type food
inform,south
inform,thai type food
affirm,ye
inform,north
inform,moderate
inform,any area
inform,unusual
request,phone number
request,what is the address
null,id like a
request,post code
request,what is the address
inform,austrian food
null,sil
inform,i dont care
affirm,yes
inform,moderately priced serving gastro pub
thankyou,thank you goodbye
null,im looking
inform,japanese food
inform,system european food
null,noise
request,what is the post code
inform,any
null,unintelligible
inform,french
inform,i am looking for an expensive restaurant that serves swedish food
request,what type of food
thankyou,thank you good bye
thankyou,thank you good bye
thankyou,thank you good bye
inform,dont care
request,what is the price range
request,phone number
inform,i am looking for asian oriental type food
request,what is the address
request,what is the address of prezzo
affirm,yes could you recommend me a place that serves british food in a moderate price range
request,whats their address
inform,swedish food
inform,cheap restaurant
inform,afghan food
inform,on north
inform,i dont care
inform,east
thankyou,thank you good bye
inform,north american
inform,north part of town
null,sil
request,and the post code
inform,any kind of food
null,unintelligible
inform,im looking for a restaurant serving unintelligible
inform,moderately priced
reqalts,how about asian oriental
inform,down town
reqalts,is there anything else
inform,south part of town
hello,hi im looking for a cheap restaurant with lebanese food
inform,korean type food
request,and their phone number
inform,korean food
thankyou,thank you good bye
inform,any part
request,what is the phone number
affirm,correct
inform,uh i dont care
inform,inexpensive
inform,welsh
negate,no
inform,i dont care
inform,food in the south part of town
inform,dont care
thankyou,thank you good bye
inform,im looking for kitalian food in an expensive res
thankyou,thank you good bye
inform,thai food
inform,romanian
inform,im looking for a moderately priced restaurant in the west part of town
null,noise
request,whats the address phone number and post code
thankyou,thank you good bye
inform,dont care
inform,korean
reqalts,what about korean food
request,what kind of food do they serve
inform,that doesnt matter
inform,can i get a moderate restaurant in the south part of town
thankyou,okay thank you good bye
reqalts,how about asian oriental food
thankyou,thank you goodbye
null,noise
thankyou,thank you good bye
inform,gastropub
null,and whats their
request,uh what type of food
request,may i have the address and price range
inform,indian food
inform,i dont care
null,sil
inform,im looking for an expensive restaurant in the south part of town
inform,pan asian
thankyou,thank you good bye
request,what is the type of food
inform,north
inform,cheap
inform,canapes
thankyou,thank you thank you goodbye
thankyou,thank you good bye
thankyou,thank you good bye
null,sil
null,unintelligible
request,address
thankyou,thank you goodbye
affirm,yes
reqmore,more
inform,south
inform,catalan
request,okay can i get the address
request,address
inform,any
inform,looking for a cheap restaurant that serves steak house food
request,address
inform,any area
reqalts,how about italian food
inform,asian
reqalts,what else
request,what is the address and post code
request,what is the address and post code
inform,any area
null,sil
thankyou,thank you good bye
thankyou,thank you good bye
inform,i dont care
inform,any
thankyou,thank you good bye
inform,thai food
reqalts,how about mediterranean
inform,center
inform,expensive restaurant
inform,vietnamese
inform,moderate
inform,hi id like a moderately priced restaurant in the north
affirm,yes
affirm,yes creative food
thankyou,thank you good bye
request,whats the post code
inform,east
request,what is the address
request,whats the address
negate,no
thankyou,thank you goodbye
thankyou,thank you good bye
inform,i dont care
request,what area
inform,caribbean food
inform,i dont care
thankyou,thank you good bye
inform,bistro
inform,danish
inform,restaurant in the west part of town serving barbecue
inform,west part of town serving barbecue food
confirm,is there a gastropub
inform,cheap
inform,expensive
thankyou,thank you good bye
inform,i dont care
inform,european food
request,whats the address
thankyou,thank you goodbye
reqalts,is there anything else
thankyou,thank you good bye
affirm,yes
reqalts,how about portuguese
inform,chinese
request,and whats the phone number
inform,i need a cheap restaurant
bye,okay good bye
confirm,does it serve baskey food
affirm,yes
null,system
null,unintelligible
inform,i need a restaurant that serves
inform,a cheap restauran
inform,crossover
request,whats the cost
thankyou,thank you goodbye
inform,how bout one that serves portuguese food and is cheap
inform,want something in the south side of town thats moderately priced
inform,cheap restaurant
inform,i want a restaurant in the west part of town that serves jamaican
request,and what area is that in
inform,moderately priced restaurant
thankyou,thank you good bye
request,whats the phone number
request,and the phone number
reqalts,can you give me a restaurant in east part of town and
reqalts,how about british food
inform,any range is fine
request,uh the post code
inform,center
inform,i dont care
inform,medium priced
inform,i dont care
reqalts,is there anything else
thankyou,thank you good bye
inform,hungarian food
thankyou,thank you good bye
request,address
request,address
thankyou,great thank you good bye
thankyou,thank you good bye
null,unintelligible
inform,oh i dont care
request,can i have the address
request,what is the price range
inform,east
inform,cheap
inform,i dont care
inform,i want a turkish restaurant
negate,no
request,phone number
thankyou,thank you good bye
inform,i want to find a restaurant in the we
thankyou,thank you good bye
request,address
inform,vietnamese
hello,hi i would like a cheap restaurant in the north part of town
inform,korean food
thankyou,thank you good bye
inform,east
request,phone number
inform,indian
request,phone number
inform,cheap
thankyou,thank you good bye
request,what is the address
request,can i have the address please
request,area
request,what type of food do they serve
request,post code
affirm,yes
inform,dont care
thankyou,thank you good bye
thankyou,thank you good bye
inform,cheap
inform,french food
inform,any
request,could i have the address and phone number
null,unintelligible
request,price range
null,holy cow
request,okay can you give me the address there
request,phone number please
inform,i want to find an expensive restaurant in the south part of town
inform,i am looking for a cheap restaurant that serves germ
request,and the post code
request,address and phone number
thankyou,thank you good bye
null,sil
thankyou,thank you good bye
request,phone number
inform,thai
thankyou,okay thank you good bye
inform,im looking for an expensive restaurant in the east part of town
thankyou,thank you good bye
bye,alright so im very good thanks good bye
null,noise
inform,north part of town
inform,looking for a restaurant noise in the east part of town
null,cough
reqalts,how about portuguese
request,whats the phone number
confirm,is it in the center
thankyou,thank you good bye
inform,south
request,address
affirm,yes
inform,um british
inform,any any part of town
request,can i have the address and post code
confirm,is it cheap
request,what is the phone number
inform,im looking for a restaurant in any area that
inform,moderate price
inform,im looking for cheap german food
request,address
request,address
request,what is the phone number
hello,hello
thankyou,uh thank you good bye
null,sil
inform,south
request,what is the phone number
affirm,yea in the east part of town
request,and the post code
request,what type of food
inform,cheap restaurant serving unintellgible food
thankyou,thank you good bye
inform,doesnt matter
null,sil
request,can i have the address and phone number
negate,no asian oriental
thankyou,thank you good bye
inform,restaurant north
reqalts,how about italian
inform,looking for a cheap restaurant in the east part of town
inform,west
request,whats the address
inform,im looking for a restaurant in the
inform,could i have a moderately priced restaurant in the east part of town
inform,im looking for a restaurant that serves jamaican food
request,can i get their phone number please
request,what is the post code
inform,dont care
affirm,yes
null,noise
request,phone number
inform,moderately priced restaurant
null,nothing
inform,uh i dont care
request,can i get the address
inform,im looking for a moderately priced restaurant in the west part of town
null,sil
inform,korean food
request,okay phone number
request,what is their address
null,sil
request,phone number
reqalts,is there a restaurant
request,the price range
request,can i get the address tv_noise
inform,im looking for a cheap restaurant
request,may i have the address
affirm,yes
request,telephone number
request,post code
inform,i need a moderately priced restaurant
request,may i have the address and phone number
inform,iam looking for a restaurant that serves portuguese food
inform,i dont care
inform,modern european food
inform,i am looking for a restaurant in the west part of town
inform,im looking for a cheap restaurant in the south part of town
request,type of food
request,whats the phone number
inform,korean
request,address
inform,north
request,can i get the address
affirm,yes
inform,cheap
inform,i dont care
inform,european food
inform,asian oriental food
inform,restaurant
affirm,yes
request,what type of food is it
reqalts,how about asian oriental food
request,price range
reqalts,how about korean type food
inform,any
null,noise
request,phone number
inform,expensive
inform,i need a restaurant that serves canape
inform,expensive restaurant
affirm,yes
thankyou,thank you good bye
inform,seafood
deny,no i dont want chinese i want thai food
request,what is the address and phone number
inform,i need a restaurant that serves halal food
inform,moderately priced
inform,moderately priced
thankyou,thank you good bye
bye,bye
null,sil
thankyou,thank you good bye
hello,hi
inform,south side of town
thankyou,thank you good bye
request,address
inform,belgium
thankyou,thank you
reqalts,how about indian food
inform,i dont care
null,type of foo
affirm,yes
request,phone number
thankyou,thank you good bye
inform,im looking for a moderately priced restaurant that serves european food
inform,italian food
inform,im looking for a eritrean restaurant
thankyou,thank you good bye
inform,i would like an expensive asian food restaurant
inform,a restaurant in the south part of town
inform,expensive restaurant serving caribbean food
inform,any
hello,hi im looking for a place that serves scandinavian food
request,and i need the address and post code
inform,i need a vietnamese restaurant
affirm,yes
request,what is the address
inform,im looking for a sea food restaurant
null,sil
thankyou,thank you good bye
inform,uh european food
request,phone number
inform,im looking for a moderately priced restaurant in the south part of town
inform,unintelligible east
inform,food an
inform,center
affirm,yes
null,serve
inform,find a cheap restaurant
inform,im looking for a restaurant in the south part of town it should serve kosher food
reqalts,how about mediterranean
inform,dont care
request,and what area
inform,moderately priced restaurant in the north part of town
inform,cheap mexican food
reqalts,how about indian food
affirm,yes
inform,im looking for a eritrean restaurant in the center of town
inform,im looking for an expensive restaurant that serves hungarian
inform,north american food
reqalts,how about korean food
reqalts,how about turkish
inform,doesnt matter but it should be moderately priced
thankyou,thank you good bye
inform,i want to find a cheap restaurant
inform,cuban food
inform,korean food
thankyou,thank you good bye
thankyou,thank you good bye
inform,international food
inform,expensive
reqalts,how about european type of food
inform,doesnt matter
inform,vietnamese food in any area
thankyou,thank you goodbye
inform,chinese food
inform,im looking for a cheap restaurant in the south part of town
request,what type of food
request,whats the phone number
negate,no
inform,i dont care
request,what is the phone number of that venue
inform,a cheap restaurant
inform,italian
request,and the address
request,phone number
inform,spanish
affirm,yes i am in the east part of town right now and i am looking for any place that serves indonesian food
thankyou,thank you good bye
reqalts,what about european food
inform,doesnt matter
request,whats its phone number
inform,spanish food
null,okay
bye,good bye
inform,moderate
inform,doesnt matter
inform,west
inform,north part of town
request,and whats the phone number
thankyou,thank you good bye
inform,i dont care
inform,moderate
thankyou,thank you good bye
negate,no im looking for gastropub food
request,can i get the address
inform,welsh food
inform,british
thankyou,thank you good bye
inform,asian oriental food
request,phone number
thankyou,thank you good bye
request,telephone
request,could you give me a address
inform,center
affirm,yes
request,um whats the address
null,noise
reqalts,what about chinese food
inform,any type
request,whats the phone number
affirm,yes
request,may i get the phone number
reqalts,how about gastropub type of food
inform,chinese food
inform,i want an expensive restaurant that serves african food
inform,any area
inform,i dont care
reqalts,what about vietnamese food
inform,center
reqalts,what about chinese food
inform,im looking for
inform,it doesnt matter
null,okay
inform,west
reqalts,how about chinese food
inform,south
thankyou,okay thank you good bye
reqalts,is there anything else
inform,west part of town
inform,expensive restaurant
inform,thai
hello,hello
thankyou,thank you good bye
request,phone number
inform,east part
request,can i get the phone number
request,whats the address again
request,may i have the phone number please
inform,expensive
inform,i want to find a expensive restaurant in the south part of town
inform,indonesian
inform,im looking for a cheap restaurant
inform,i dont care
inform,moderately priced
negate,no im looking for eritrean food
thankyou,thank you good bye
request,post code
thankyou,thank you good bye
request,what is the address
negate,no british food
inform,moderate
request,phone number and price range
affirm,yes
request,type of food does it serve
request,what is the address and post code
request,what price range
inform,venesian
affirm,yes
request,address
inform,moderately
request,area
null,unintelligible
inform,spanish food
inform,dont care
affirm,yes
null,noise
null,uh
reqalts,how about chinese food
request,uh can i get the address
null,cough
inform,vietnamese
inform,moderately priced priced restaurant chinese food
inform,im looking for a restaurant in central it should serve japanese food
null,noise
inform,thai food
request,whats their phone number
inform,moderately priced restaurant in the south part of town
request,what type of food do they serve
request,uh address
inform,uh center
request,what is the phone number
request,whats the address
inform,german
inform,caribbean food
reqalts,anything else
confirm,do they serve unintelligible food
thankyou,thank you good bye
inform,canapes food
inform,south part of town
reqalts,is there anything else
request,what is the price range
request,what is the address
request,i need the address phone number and price range
inform,thai
inform,it doesnt matter
inform,i am looking for modern european food
request,phone number
affirm,yes
inform,turkish
thankyou,thank you good bye
inform,im looking for a moderately priced restaurant in the east part of town
confirm,is it moderately priced
reqalts,anything else
request,phone number
request,the price range
inform,doesnt matter
request,type of food
inform,breath malaysian food
null,noise
inform,id like to find a restaurant serving portuguese food
thankyou,okay thank you
reqalts,okay how about european food
request,address
inform,french
thankyou,thank you
inform,expensive
inform,could i have a moderately priced restaurant that serves thai food please
reqalts,is there anything else
request,where is the area
inform,east
null,sigh
request,may i have the postcode
thankyou,thank you good bye
request,where is it
thankyou,thank you good bye
request,phone number
inform,uh i dont care
request,address
inform,west
inform,vietnamese food
inform,restaurant in the center
affirm,yea the area
inform,moderate
inform,scottish
inform,north
inform,im looking for a restaurant in any area serving turkish food
inform,dont care
thankyou,thank you good bye
inform,asian oriental
thankyou,thank you goodbye
request,what is the address
reqalts,how about korean food
null,sil
inform,asian oriental
null,noise
thankyou,thank you good bye
null,sil
inform,i dont care
request,what type of food
request,phone number
thankyou,thank you good bye
inform,indian food in the south part of town
inform,breath how bout north part of town
inform,spanish food
request,whats the address
request,type of food do they serve
inform,north american food
inform,in the east part
request,can i get the phone number
inform,south
inform,dont care
inform,european type food
null,unintelligible
negate,no
inform,south part of town
request,post code
inform,south
thankyou,thank you good bye
bye,good bye
reqalts,is there anything else
inform,i would like to find a restaurant in the south part of town that serves
null,noise
inform,unusual
inform,i dont care
inform,irish food
request,what is the address
inform,moderately
null,can
request,what type of food
reqalts,breath noise how about french food
thankyou,thank you good bye
inform,persian food
null,okay
affirm,yes
reqalts,is there anything else
inform,it doesnt matter
null,unintelligible
request,phone number
inform,i am looking for a moderately priced restaurant in the
request,phone number
affirm,yes
inform,west part of town
affirm,yes
negate,no
null,noise
request,can i have the address and phone number
request,address
request,uh whats the address and phone number
thankyou,thank you good bye
affirm,yes
inform,north
inform,any
inform,something catalan food
inform,looking for welsh food
inform,german
inform,expensive restaurant
request,post code
request,what type of food is it
thankyou,thank you good bye
affirm,yes
inform,uh cheap restaurant
request,what area of town
request,um can i get the address
inform,cheap
inform,british food north part of town
request,what type of food
inform,next restaurant
request,and the postal code
request,and the post code
reqalts,is there a restaurant in the north part of town that serves unusual food
request,okay whats the address
request,whats the phone number
request,phone number
request,what is the address
null,unintelligible
inform,turkish food
reqalts,how about italian food
request,what is the address and the type of food
inform,breath expensive
inform,looking for an expensive restaurant in the south part of town
request,can i have the address
inform,west
request,can i have the address
null,so
affirm,yes
inform,i would like a cheap restaurant and it should
inform,persian
request,could i have the address and phone number
request,what area is it in
request,where is it
null,i want
inform,im looking for a restaurant in the center part of town that serves unusual food
reqalts,how about chinese food
inform,thai food
inform,chinese
reqalts,is there anything else that serves turkish
inform,caribbean food
request,and their phone number
inform,south part of town
reqalts,how about italian food
request,post code
inform,i dont care
inform,im looking for a restaurant in the north part town and it should serve australian food
request,may i have the phone number please
reqalts,is there anyone else
thankyou,thank you good bye
affirm,yes
inform,it doesnt matter
request,what kind of food does it serve
inform,i dont care
request,and the phone number
inform,austrian food
request,post code
reqalts,how about chinese food
request,whats the phone number
inform,moderate
request,what is the address
inform,i want an irish restaurant thats expensive
request,whats the address
confirm,uh is there a modern european food restaurant
inform,expensive restaurant
inform,greek restauran
request,phone number
inform,chinese
inform,expensive
thankyou,thank you good bye
request,whats the phone number
inform,im looking for a cheap restaurant
inform,im looking for a restaurant in the south part of town
affirm,uh huh
affirm,yes
inform,modern european foo
request,whats their phone number
inform,could i find an expensive restaurant that serves european food please
inform,i dont care
inform,caribbean food
request,address
inform,it doesnt matter
inform,north
request,whats the phone number
inform,indian food
request,phone number
reqalts,is there another one
inform,i dont care
inform,i do not care
inform,im looking for a restaurant in the center of town that serves lebanese food
thankyou,thank you good bye
inform,any type
inform,id like a restaurant that serves gastropub food
confirm,does it serve african food
thankyou,thank you good bye
request,what is the price range
request,area
inform,italian
request,whats the address and phone number
request,and what is the address
request,okay whats the phone number
inform,im looking for an expensive restaurant that serves danish food
inform,i want a restaurant in the south part of town
request,can i get the address
request,type of food
thankyou,thank you good bye
inform,european
inform,moderately
inform,dont care
reqalts,is there anything else
request,what type of food is it
request,whats the phone number
thankyou,thank you good bye
request,post code
reqalts,anything else
inform,expensive restaurant in the south of town
repeat,back
inform,dont care
null,yea id like a
request,can i have the phone number
inform,i dont care
request,phone number
thankyou,thank you good bye
request,and the phone number
request,may i have its address
inform,expensive restaurant
inform,it doesnt matter
null,sil
inform,doesnt matter
