dialog_act,utterance
inform,im looking for a cheap restaurant that serves
inform,moderately priced in the north part of town
inform,an an expensive restaurant
inform,i need an expensive restaurant that serves french food
inform,im looking for asian food
request,whats their address and phone number
inform,im looking for a cheap restaurant that serves belgian food
inform,im looking for a restaurant in the north part of town thats
inform,chinese food east part of town
inform,i need a restaurant that
request,whats the address to that please
confirm,is there a chinese restaurant
request,uh whats the phone number and post code
inform,im looking for a restaurant in the west part of town that serves italian food
inform,brazilian food
inform,i want a moderately priced restaurant that serves
inform,cheap spanish restaurant
affirm,yes west part of town
reqalts,how about gastro pub
request,okay do you have their phone number
inform,its a restaurant in the south of town that serves italian food
hello,hello im looking for a cheap restaurant in the west part of town
inform,that serves in the moderate food price
negate,no hungarian food
inform,serves cheap
request,uh could you repeat the phone number
inform,id like a expensive restaurant in the south part of town
inform,im looking for a barbecue restaurant in the east part of town
inform,find me a moderately priced restaurant in the north part of town
request,what is the area of the venue
inform,okay uh how bout british food
inform,im looking for a expensive restaurant that serves vegetarian food
reqalts,another place
inform,can i have european food
affirm,yes id like a moderately priced restaurant
inform,portuguese food in the south
inform,i need a cheap restaurant serving italian food
inform,missing sock
inform,spanish food west part of town
inform,is the one that serves indian food
inform,i dont care about the price range what is the address
reqalts,what about bistro food
inform,serve persian food
inform,east part
inform,um dont care
inform,im looking for a restaurant that serves afghan food
inform,downtown
inform,moderately priced restaurant south part of town
null,tell me number
inform,im looking for a restaurant that serves asian oriental food in the cheap price ran
request,the area of the venue
request,and the post code
request,see phone number and address
thankyou,uh thank you
request,what type of food is this
inform,catalan food expensive
request,kay and ah where is it located
inform,i am looking for a moderate priced restaurant
inform,im looking for moroccan food
reqalts,what about the west part of town
affirm,yes that serves british food
inform,im looking for a restaurant in the east part of town
inform,basque food in the east part of town
inform,im looking for a restaurant in any area and it should serve pan asian food
inform,id like a restaurant in the north part of town serving swiss food
reqalts,is there any other type of food
inform,lebanse
inform,thai restaurant
reqalts,what about a restaurant in the east part of town that serves indian type food
inform,so i dont care whats the address
inform,im looking for a restaurant in the east part of town that serves chinese food
inform,that serves japanese food
request,uh price range
inform,looking for expensive kosher food
inform,i want a scottish restaurant
inform,uh african food
affirm,uh yes im looking for a restaurant in any area that serves thai food
request,address phone number
request,could i get the address
affirm,yes could i have
request,can you give me the phone number
request,could i have their address and phone number
request,i need the address
inform,id like a restaurant in the north part of town that serves traditional food
inform,turkish food
inform,i am looking for a restaurant in the moderate price range that serves russian
inform,im looking for a moderately priced restaurant uh serving halal food
negate,no north
inform,how bout an indian
inform,im looking for a cheap restaurant in the south part of town
request,what is the address of the missing sock
inform,i would like a restaurant in the west part of town that serves cuban food
reqalts,dont care is there anything else
inform,im looking for a moderately priced restaurant that serves traditional food
request,can i have the address and price range
inform,how bout european
reqalts,how about a portuguese restaurant
confirm,is it chinese food
request,may i have the postcode
inform,the south part of town
inform,of this restaurant
reqalts,is there another restaurant that serves portuguese food
affirm,yes i want the phone number
null,is there any
null,i changed my mind
null,chikkis
null,um how about
inform,expensive restaurant asian food
inform,looking for corsica food in an expensive restaurant
inform,im looking for thai food
request,okay can i have the phone number
affirm,yes address
inform,i would like malaysian food in the center part of
inform,i would like expensive food
inform,im looking for a restaurant in the east part of town serving catalan food
inform,i want moderately priced restaurant it should be in the south part of town
inform,in the centre of town
request,whats the area
inform,i would like a cheap
request,any price rage
inform,uh can i find a restaurant with asian oriental food
request,may i get the phone number and post code
inform,a restaurant in the west that serves italian food
inform,vietnamese anywhere
request,okay whats its address
request,i need the address and phone number
confirm,does it serve fusion food
request,could i get the phone number and
thankyou,could i or um thank you goodbye
reqalts,are there any other expensive restaurants in the east part of town
inform,moderately priced north part of town
request,whats the post code
inform,id like a moderately priced restaurant that serves halal food
inform,could i have a restaurant in the center
inform,find me an expensive portuguese restaurant
null,um breath
inform,i am looking for a moderately priced restaurant in the west part of town
inform,i need a moderately priced restaurant in the north of town
inform,looking for hungarian food in the north side of town
inform,im looking for indian food
negate,no danish food
reqalts,how about the moderate price range
inform,korean
inform,in the west part
request,what is their phone number
inform,im looking for a restaurant in the north part of town that serves belgian food
inform,moderately priced restaurant that serves fusion food
inform,i want a scandinavian restaurant thats expensive
request,okay i need the phone number and address
inform,im looking for a moderate priced restaurant serving jamaican food
request,okay and whats the post code
reqalts,how about a restaurant in the west part of town that serves vietnamese food
null,is there one serving
inform,i need thai food
null,after
request,and the address
negate,no that is not unintelligible italian type of food
request,where
null,okay um can i have the other
reqalts,what about a moderately priced restaurant
request,the address please
inform,im looking for an expensive restaurant serving international food
reqalts,okay what about european
inform,im looking for a moderately priced restaurant that serves british food
inform,i want an expensive restaurant serving european food
inform,moderately price
request,what type of food is served
inform,im looking for a expensive restaurant in the east part of town
thankyou,alright thank you very much food bye
inform,yea id like a cheap restaurant in the north part of town
inform,id like moderately priced moroccan food
request,telephone
inform,chinese in the south part of town
affirm,yeah im looking for a moderately priced restaurant
inform,looking for a restaurant noise in the east part of town
inform,id like a restaurant in
inform,turkey food
request,could i have the address phone number and area
inform,cheap portuguese food
inform,im looking for a cheap restaurant in the east part of to
inform,im looking for a restaurant in the center serving russian food
inform,it doesnt matter in the south part of town
restart,uh start over
inform,id like a moderately price
inform,french food any part of town
inform,afghan noise
request,whats the address phone number
inform,um east part
inform,any address
request,what is the address and phone and postal code
inform,the pizza hutt unintelligent
reqalts,is there anything
inform,catalonia in the east part of town
inform,in the west
request,id like the address and phone number please
inform,im looking for unintelligible food
request,wha what type of food
inform,i dont care about the price range what about thai food
reqalts,how bout indian food
request,okay can i get their phone number
inform,if there is no such venue how about thai type of food
inform,i want some british food
inform,im looking for a restaurant in the north part of town that serves korean food
request,thats fine give me the address
inform,im looking for a restaurant moderately pri
null,did you hang up on me
request,can i get the post code please
inform,restaurant in the north part of town serv
request,area
inform,im looking for a restaurant in the south part of town serving jamaican food
inform,moderately priced restaurant in the south of town
inform,um im looking for a restaurant serving thai food
inform,im loooking for a restaurant serving vietnamese type of food
inform,i want an expensive irish restaurant
inform,okay uh how bout turkish
inform,the expensive
inform,in the center of town
inform,british type
inform,vietnamese type of food
inform,im looking in the south of the town
inform,im looking for a restaurant in any area that serves
inform,im looking for a restaurant in the east part of town serving japanese food
request,uh could i have the phone number
affirm,yes hi im looking for a restaurant in the north
inform,can i have an asian oriental restaurant in the
inform,any price range is fine
inform,restaurant in central
inform,creative food
reqalts,okay do you have any restaurant that serves italian food
request,okay whats the phone number
confirm,does it serve thai food
inform,looking for an expensive restaurant that serves afghan food
inform,im looking for a restaurant that serves danish food
inform,asian oriental food in the centre
reqalts,how about an indian restaurant
inform,i want a restaurant in the south part of town
null,music
request,noise can i get the address and phone number
inform,okay change restaurant
request,ah could you give me the address
reqalts,how about asian
inform,im looking for an expensive restaurant that serves portuguese food
inform,austrian food in the west part of town
request,in what part of town
inform,im looking for mexican food
inform,restaurant in the east part of town
inform,uh italian food
inform,id like thai food
inform,steak house food
inform,that serves romanian food
inform,i need an expensive restaurant in the east part of town
inform,uh chinese food
reqalts,are there any restaurants serving indian food
request,part of town
inform,vegitarian
inform,looking for cuban food that is moderately priced
inform,id like a restaurant that serves turkish food
inform,uh thai food
inform,i need a restaurant in the north
inform,it doesnt matter hungarian food
request,whats the phone number talking
affirm,yea
inform,any part of town
inform,im looking for moderately priced restaurant and it should serve halal food
negate,no asian oriental
negate,no
request,can i get a address
inform,uh center
reqalts,what about korean
request,west is the address and phone number
request,can i have the address of it
inform,looking for an expensive restaurant that serves indonesian food
confirm,is there a chinese
null,incorrect
inform,find a restaurant in the west part of town
inform,hungarian food in the west part of town
inform,christmas food west of town
request,excellent and what is the price range of that venue
inform,indian food noise
inform,portuguese food instead
request,whats their address
inform,im looking for cheap food
reqalts,what about australian asian food
inform,im looking for an expensive restaurant serving french food
bye,awesome thanks good bye
reqalts,how about lebanese food
request,okay and can i have their phone number
inform,i want to find an expensive restaurant that serves unusual food
request,whats the address phone number and area
inform,want one that serves international food
inform,any of town
inform,im looking for an expensive restaurant that serves unintelligible food
reqalts,what about american food
inform,im looking for world food
inform,uh a cheap restaurant in the east part of town
affirm,yeah im looking for a restaurant serving kosher food
inform,im looking for a restaurant in the cheap price range that serves asian oriental food
request,whats the phone number there
negate,no steak house
inform,looking for a restaurant in the south part of town that serves australian food
inform,looking for a cuban food restaurant
inform,im looking for a restaurant in the center that serves caribbean food
affirm,right
inform,noise east
inform,restaurant north
inform,moderately priced west of town
inform,im looking for a restaurant in north part of town serving austrian food
request,can i please have the phone number
inform,i would like a restaurant in the south part of town
request,what is their address phone number and post code
null,for a
null,or
inform,british feed
inform,dont matter
inform,what about a restaurant serving thai food
null,and the
request,uh okay how about the address
inform,i would like a cheap restaurant in the north part of town
request,can i have an address
inform,serving portuguese food
inform,id like an indian restaurant
inform,looking for a moderately priced restaurant that serves brazilian
inform,i want expensive food in the east part of town
inform,i need a restaurant in the
request,can i have the address and the post code please
inform,ok i want vietnamese
inform,the west
reqalts,what about portuguese
reqalts,how about portuguese
inform,i want malaysian food in any area
inform,c h e a p cheap
null,give me the least
negate,no i want spanish food
request,what is the address and phone number and area
inform,expensive restaurant that serves lebanese food
thankyou,alright thank you goodbye
inform,i want a restaurant in the center of town
inform,serving mediterranean food
reqalts,okay what about north american food
request,do you have the phone number
request,can i have the address and phone number please
inform,thare are different expensive restaurants in the east part of town
request,can i have the address phone number and price range
inform,basque food
request,okay and ah wheres it located
inform,south side of town
request,whats the name
inform,modereate
reqalts,how about a turkish restaurant
inform,i want singaporean food
inform,im looking for a christmas food in the south part of town
request,what kind of food is it
negate,no ah
inform,i would like it to be cheap
inform,im looking for asian oriental food
request,and i need the address and post code
hello,hi im looking for cuban food
inform,i want a russian restaurant
request,breath whats the phone number of the venue
inform,do you have an expensive restaurant
request,can i get a post code
affirm,yes spanish food
inform,breath can i get a restaurant serving chinese food
inform,im looking for a moderate priced restaurant in south part of
confirm,uh is there a modern european food restaurant
inform,any type of food is okay
inform,restaurant in the east part of town that serves indonesian food
reqalts,okay what about another restaurant
inform,serving european food
null,7:30
reqalts,how about turkish
inform,um i dont know
reqalts,what about thai food
request,whats the phone number and post code
inform,oriental food
inform,restaurant in the north part of
inform,need a cheap restaurant
inform,pan asian food
inform,breath im looking for a restaurant in the south part of town that serves malaysian food
reqalts,what about italian food
inform,restaurant in the center serving turkish food
request,may i have their address please
inform,looking for a moderately priced creative food
inform,im looking for a thai restaurant
request,what is their phone number and type of food
inform,noise im looking for moderately priced in the north part of cleveland ohio
request,and what area of town is it in
reqalts,how about portugeuse food
inform,just give me a cheap restaurant
inform,unintelligible restaurant
inform,dont care moderate
inform,of the restaurant please
negate,no eritrean
inform,i want a restaurant in the north part of town that serves kosher
inform,id like a moderately priced restaurant in the west part of town
inform,im looking for a restaurant that serves welsh food
inform,im looking for bistro food in the center of town
request,where is the address and phone number
inform,im looking for a restaurant in any area of town that serves belgium food
inform,looking for an expensive restaurant
request,whats his addre
request,in what area
inform,im looking for an expensive restaurant serving malaysian food
hello,hi
reqalts,how about a restaurant in the east part of town that serves indian food
inform,im looking for a cheap pan asian food
inform,polish food
inform,in the east
inform,i am searching for a moderately priced restaurant in the east part of
inform,i want vegetarian food
inform,venetian
inform,can i have greek food
inform,let me get some world food and i dont care about the price range
confirm,is there a indian restaurant in the south part of town
hello,hello im looking for a moderately priced restaurant in thr
inform,im looking for a restaurant in the east part of town that serves belgium food
request,and may i have the post code
inform,looking for a cheap restaurant in the south part of town
inform,center area
request,and the type of food at gourmet burger kitchen
inform,i would like korean food
inform,im looking for a cheap restaurant serving modern european type of food
inform,korean food in the north part of town
inform,i am looking
request,can i have the phone number
reqalts,breath is there anything else
inform,im looking for a restaurant in the west part of town that serves corsica food
ack,okay uh
confirm,does it serve african food
affirm,yes part of town
inform,im looking for a moderately priced restaurant that serves endonesian
request,and what kind of food does the venue ser
inform,it should serve moroccan food
inform,english please
inform,i want to find a cheap restaurant and it should serve portuguese food
null,bad
confirm,does it serve steakhouse food
inform,id like a restaurant that serves gastropub food
request,could i have the address and phone number of the venue
inform,id like a moderately priced restaurant in west of
inform,i want to find a moderately priced restaurant and it should serve asian food
affirm,uh yes restaurant that serves danish food
inform,i need cheap hungarian restaurant
request,and what is the phone number
inform,that serves corsica
inform,on the south part of town
inform,i am looking for gastropub food
inform,spanish
inform,expensive european food
inform,i want to find a cheap restaurant in the west part of town
reqalts,how about international food in any price range
inform,noise south part of town
request,does it serve
negate,no italian food
inform,in the south part of town
inform,im looking for a restaurant in the north part of town that serves caribbean food
request,uh what its phone number
inform,i would like afghan food
inform,doesnt it does not matter
inform,i want thai food
null,post
inform,um i want to find a restaurant that serves fusion food
inform,ya im looking for a restaurant serving persian food
reqalts,um is there anything else
inform,im looking for a moderately priced restaurant that serves polish food
inform,i need an expensive restaurant in the south part of town
affirm,uh yes im looking for an expensive restaurant that serves korean food
negate,no in any area
inform,west area
inform,im looking for indian food in the east part of town
request,in the area
request,kind of food do they serve
inform,austria asian restaurant in the center of town
inform,id like a cheap italian restaurant
affirm,yeah can i um
inform,im looking for a cheap restaurant
inform,im looking for a moderately priced restaurant and it should be in the west part of town
inform,swedish
request,and the address noise
inform,id like a restaurant in the north part of town that serves tur
repeat,again please
request,can i get the address
request,and what type of food
request,signature dish
request,can i get the area
confirm,is it expensive
inform,expensive italian
inform,east noise
reqalts,is there a restaurant serving vietnamese food
null,oh boy
request,phone
inform,and moderately priced
request,whats the price range please
inform,a chi ok lets look for chinese restaurant
inform,im looking for a restaurant in the west part
inform,katalian food
reqalts,how about international food
thankyou,um thank you good bye
affirm,yes a restaurant in the east of town unintelligible serving canap
bye,kay thank you good bye
reqalts,how about asian oriental type of foo
inform,looking for a cheap restaurant serving portuguese food
inform,im looking for a restaurant in any area that serves tuscan food
null,worthless system
inform,is there greek greek food in the moderately price range
inform,id like to find a restaurant serving french food
affirm,yes that serves korean food
inform,uh north side of town german food
inform,turkish restaurant in the center of town
inform,find me a portuguese restaurant
null,i want to know
negate,no thank you goodbye
inform,in the center that serves unintelligible asian
inform,i want a turkish restaurant
request,what part of town
request,phone number address
inform,i want a restaurant serving greek food
inform,im looking for cheap polynesian food
request,i need the phone number and post code
request,ah thank you phone number
affirm,yes can i have an expensive restaurant
request,can i have the phone number and post code
inform,im looking for a restaurant in the center of town that serves
inform,im looking for a restaurant it should serve vietnamese food
inform,im sorry im looking for a moderate priced restaurant
inform,moderate ly
request,and can i get the address phone number and price range
request,what is their price range
request,okay and what area
inform,expensive russian food
inform,id like a restaurant in any area that serves
request,phone number and area
inform,i want a cheap restaurant in the east part of town
inform,find restaurant in south of town serving international f
inform,australian
inform,find me a restaurant serving italian food
request,uh the post code
request,and a phone number
reqalts,what about asian oriental food
inform,cheap restaurant serving asian oriental
inform,i need a cheap restaurant in the east part of town
bye,okay good bye
inform,im looking for a moderately priced restaurant that serves japanese food
request,what is the address phone number
inform,im looking for an expensive restaurant that serves irish food
negate,no im looking for pan asian
hello,hi im looking for a restaurant in the west part of town that serves baskaye food
request,may i have its phone number
inform,cantonese food
inform,can i get a restaurant with vegetarian food
inform,im looking for a moderately priced restaurant serving fusion food
confirm,do they serve sea food
inform,looking for a restaurant that serves corsica food in any area
request,addrss
inform,i want an expensive restaurant that serves african food
request,breath what is the phone number and post code
null,sil
request,could i have the address please
inform,moderate restaurant south part of town
inform,kitalian food
inform,i want a modern european food
inform,im looking for a korean restaurant in the expensive price range
inform,what about asian food
inform,im looking for a restaurant in the south part of town that serves indian
inform,looking for afghan good
reqalts,uh is there any restaurant that serves indian food
request,can i get the address and type of food
reqalts,is there a restaurant that serves vietnamese food
bye,good bye
null,do they have
inform,creative
inform,the east part
inform,im looking for a restaurant in the east part that serves creative food
inform,cheap restaurant on the east part of town
negate,uh no preference
inform,gastro
request,can i have his phone number
inform,korean food
affirm,right on good bye peace
inform,yea im looking for an expensive restaurant that serves portuguese
confirm,is there a
inform,i need to find a moderately priced restaurant
request,may i have the address and phone number for that venue
request,uh can i get the phone number
inform,breath i am looking for a restaurant in any area that serves gastropub type of food
inform,i want an expensive restaurant
inform,south side
request,no thats post code
inform,irish food noise
request,okay address phone number and post code please
null,nor
inform,chinese food north part of town
inform,a want a cheap restaurant in the north part of town
inform,im looking for a romanian restaurant
inform,restaurant in south part of town serves
reqalts,next one
request,addre
inform,i would like a african restaurant in the center of town
reqalts,what about chinese type of food
inform,looking for moderately priced restaurant in the north part of town
inform,what about indian foods
confirm,does it serve christmas food
inform,british
inform,okay uh spanish food
request,what is the address phone number and the price range
request,may i know more about the area
repeat,repeat
negate,no hungarian
confirm,is it portuguese food
inform,im looking for a restaurant in any area that serves north american type
inform,mediterranean food
hello,hi i would like an expensive restaurant in the east part
inform,i would like to find a restaurant in the center and it should serve korean food
inform,about portuguese
inform,a restaurant in the south part of town that serves italian food
inform,im looking for vegetarian food
request,what kind of food do they have
inform,im looking for a restaurant in the south part of town that serves european food
inform,id like an expensive thai restaurant
inform,moderately priced serving european food
inform,im looking for a restaurant in a area that serves
inform,im looking for a pan asian food in the south of town
inform,expensive fish restaurant
reqalts,um how about chinese food
inform,system european food
inform,expensive food in the south of town
inform,moderate restaurant seafood
inform,im looking for cheap food in the north of town
request,what is the address and price range
inform,enlish
inform,any thing
inform,that food tv_noise
inform,european european
inform,uh im looking for a cheap restaurant in the north part of town
thankyou,can i okay thank you
inform,im looking for a restaurant that has unintelligible
request,oh whats the phone number
inform,im looking for a restaurant in the east part of town serving pan asian food
inform,im looking for an expensive restaurant that serves basque food
inform,im looking for an expensive restaurant that serves unusual food
inform,looking for a restaurant in the north of town
negate,no spanish food
inform,gastropub food
inform,im looking for a restaurant in the south part of town serve international food
null,wait
request,i want to know the address and the
affirm,correct
inform,restaurant in the west part of town
inform,uh spanish food
inform,im looking for korean food in any price range
request,whats the address and price range
reqalts,okay what about modern european food
inform,im searching for turkish food
inform,in the center
inform,im looking for cheap restaurants in the north part of town
request,what part
confirm,is that persian food
negate,no im looking for one that serves vietnamese food
inform,i want a restaurant that serves welsh food
inform,um it doesnt matter its for a cheap restaurant
request,phone number and food
reqalts,how about the north part
inform,yea id like a moderately priced restaurant in the west
null,try again
inform,im looking for a cheap restaurant it should serve japanese food
inform,north part of town
request,okay can i have the address
request,and phone number
inform,breath id like a cheap restaurant in the south part of town
inform,bistro
inform,i need an expensive british restaurant
request,thank you can i have the phone number
request,uh can i have the phone number please
inform,im looking for asian oriental
inform,hello chinese type of food
inform,uh it does i dont care
inform,find gastropub restaurant
inform,im looking for a cheap restaurant serving pan as
inform,mexican
confirm,um is that moderately priced
inform,id like italian food
null,um
inform,i wanna find a moderately priced restaurant in the east part of t
inform,id like to find a restaurant in the west part of town that serves christmas food
inform,cheap mexican food
request,and whats the post code
inform,id like to find a moderately priced restaurant
restart,start over
inform,dont care
reqalts,what about international
inform,belgian food
bye,bye
hello,serve hello food
request,okay and can i get their address
request,whats the address and area
request,tell me the phone number
inform,i want spanish food
reqalts,what about european food
inform,im looking for a expensive restaurant and it should serve french food
inform,i need a restaurant in the west part of town
reqalts,how about gastropub food
affirm,yes id like an expensive restaurant in the east part of town
inform,im looking for an expensive restaurant that serves turkish food
inform,i would like to find a cheap restaurant
request,may i have the phone number and address
affirm,yes can i have an expensive restaurant in the east
request,and the post code of the venue
inform,want to find a restaurant in the west part of town that serves german food
inform,im looking for lebanese food
thankyou,okay but im going to nandos thank you good bye
reqmore,more
request,do you have the post code
inform,find australian restaurant in north part of town
request,okay what is the address
inform,theres no such venue how about gastropub type of food
inform,im looking for african food
request,great whats its address
inform,can i have a cheap restaurant in the west part of town
inform,world
request,what is the phone number and address please
inform,i would like to find a moderately priced restaurant and it should serve greek food
request,type of food they served
inform,for a restaurant in any area with international food
inform,id like a restaurant in the south part of town
request,i want to know the address
inform,cheap italian food
inform,im looking for a restaurant in the south part of town that serves vietnamese food
inform,uh im looking for a moderately priced restaurant serving
request,where is the restaurant
inform,any time
request,okay and can i get the phone number
request,the address phone number and post code
inform,okay i dont care about price range
inform,find moderately priced brazilian restaurant
reqalts,how about an expensive restaurant that serves european food
thankyou,i know thank you goodbye
request,may i have the address and area
null,medium
inform,looking for a moderately priced restaurant and it needs to be in the south part of town
inform,im looking for an expensive restaurant serving british food
inform,restaurant with african food
inform,im looking for a moderately priced in the south
inform,im looking for a restaurant in the east part of town that serves canapes
inform,its expensive
inform,i dont care but it needs to be in the west part of town
inform,medium priced
hello,hi im looking for a cheap restaurant in the south part of town
reqalts,how about the south part of town
inform,can i have mediterranean food
negate,no thats good because i want um asian oriental
negate,uh no im loo ah change it to british
inform,welsh food
inform,moderately pri
request,noise what is the phone number
inform,a restaurant that serves
inform,international type food
inform,im looking for a turkish restaurant
inform,im looking for a cheap restaurant that serves irish food
inform,im looking for a moderately priced restaurant and it should be in the east part of town
inform,im looking for a cheap restaurant that serves portuguese food
inform,im looking for a restaurant in the north part of town
affirm,yes moderately priced
inform,i need a restaurant serving af
inform,uh looking for a restaurant in any area and that needs to serve
inform,indian food west part of town
reqalts,what about turkey food
request,can i have their address
inform,um anything else
inform,what about turkish
inform,restaurant in the south part of town that serves mexican food
inform,uh do you have any korean food
inform,danish food in the center of town
request,okay what is their address
inform,portugeuse food
negate,no a cheap restaurant
request,type of food served
request,phone number to that
inform,i want to find a moderately priced restaurant on the east p
null,oh
negate,no african
inform,can i have a moderately priced restaurant in the south part of town
thankyou,good bye thank you
request,noise what is the area
inform,moderately priced restaurant turkish food
request,okay and whats the addre
null,wait noise
inform,is there an expensive restaurant that serves korean food
inform,okay im looking for an expensive restaurant
request,what kind of food does it serve
null,re
inform,a moderately priced restaurant in the
reqalts,is there a restaurant in the west part of town that serves vietnamese food
request,address
request,address noise
inform,a cheap restaurant in
negate,no indian food
deny,i dont want turkish
null,nt care
inform,world food any price range
inform,expensive restaurant south part of town
affirm,yes a moderately priced restaurant
request,um could you give me the address
inform,arotrian
inform,ah any
inform,i would like to find a moderately priced restaurant in the north part of town please
inform,any kind any thing
inform,moderately priced restaurant that serves indian food
request,whats the type of food they serve
null,what is the
inform,im looking for a restaurant in the west part of town that serves halo food
request,what area of town is it
inform,uh vietnamese
reqalts,uh is there a restaurant that serves international food
inform,i want a restaurant in the east part of town that serves singaporean food
reqalts,is there another restaurant
inform,im looking for a restaurant in the west
affirm,uh yes im looking for malaysian food
inform,tv_noise im looking for tuscan food
inform,i want to find a restaurant in the center that should serve belgian food
inform,im looking for a restaurant serving vietnamese food
inform,expensive french food
request,can i have the phone number and post code plea
inform,im looking for a restaurant in the center part of town
thankyou,okay ah i think thatll do it thank you and goodbye
reqalts,is there any other restaurants
request,what is little seouls phone number
inform,im looking for cross over food
inform,i need a restaurant that serves thai food
inform,id like a cheap restaurant on the south of town
negate,noise no
inform,im looking for moderately priced restaurant serving austrian food
inform,price does not matter
request,okay whats the address
inform,find me a turkish restaurant
inform,that serves turkish food
reqalts,what else is there
inform,im looking for a restaurant in the west part of town that serves canapes food
inform,a restaurant in the west part of town that serves hungarian food
inform,im looking for a restaurant that serves turkish food
inform,a restaurant in the south part of town serving pan asian food
request,and what is the address please
confirm,is there a greek restaurant
request,can i get an address and phone number
inform,iam looking for a restaurant that serves bistro food
inform,i would like one thats moderately priced
request,restaurant two two phone number
thankyou,thank you very much good bye
inform,im looking for a restaurant that serves mediterranean food
inform,i want chinese food
request,can i have the address and the phone number
confirm,is that asian oriental type of food
request,great could you tell me the address and phone number to that place
inform,are they the east side of town
inform,im looking for a sea food restaurant
request,okay and ah can i get their phone number please
inform,african food please
request,what is the address phone number and price range
null,there
reqalts,how about india
inform,id like to find a moderately priced restaurant in the west of town
inform,are they expensive
inform,i want to find a restaurant in the west part of town and it should
inform,what is a good cheap restaurant that serves portuguese food
inform,i dont care noise
negate,no british food
inform,can i have a british restaurant
request,thank you can i have the address phone number
negate,noise no im looking for a french restaurant
request,the phone number please
thankyou,water cherries thank you good bye
reqalts,how about creative food
reqalts,how about a different restaurant
inform,i want to find a moderately priced restaurant and it should be in the west part of town
affirm,yes im looking for a restaurant in the north part of town
request,see the address
request,kay can i have the address phone number and the area
inform,the south part of town id like a restaurant that serves traditional food
request,and whats their address
reqalts,what about indian food
inform,that serves traditional food
inform,oriental
inform,im looking for a restaurant in the north part of town that serves african food
inform,could i have a moderately priced restaurant in the south part of town
inform,im looking for a cheap restaurant in the south part of the town
reqalts,um do you have anything else
bye,unintelligible good bye
request,may i have the address and price range
reqalts,how about indians
inform,okay well any price range at all
request,how much
reqalts,okay how bout thai food
affirm,uh yes im looking for a restaurant in the center that serves lebanese food
hello,hi im looking for a restaurant in the west part of town
request,okay do you have the address for da vinci pizzeria
inform,looking for an expensive restaurant in the east of town
affirm,yes id like a restaurant in the east part of town that serves indian food
inform,spanish food anywhere any area
affirm,yes do you have one with chinese
null,i would like
request,can i get their address and phone number
inform,looking for moderately priced russian food
inform,i want a restaurant in the center part of town that serves traditional food
inform,im looking for an expensive restaurant that serves
request,can i have the address of the last one
inform,gastropub moderate
affirm,ah yes can i get a restaurant that serves french food
reqalts,how about british
inform,um indian food in the north part
inform,a moderate restaurant in the west part of town
inform,chineese
request,where is the area
negate,no i said irish
inform,i would like a moderately priced restaurant in the west part of town
inform,i am looking for
request,address price range
inform,cheap restaurant east part of town
inform,restaurant center spanish food
null,how about
inform,and it should be in the south part of town
null,can you hear me
affirm,thats correct
reqalts,is there anyone else
inform,austro food
inform,expensive restaurant east part of town
inform,im looking for a restaurant in the north of town serving korean french food
request,and what kind of food do they have
inform,what type food
affirm,yea whats the address
inform,breath european
request,what the addre
null,and whats the other one
inform,can i find an expensive russian food restaurant
request,can i have the post code please
inform,im looking for a restaurant in any area that serves russian food
inform,i want to find moderately priced restaurant it should be
inform,in the moderately price
inform,is there an expensive restaurant that serves french
inform,food type
inform,i want to find indian food then
request,can i have the phone number and the address please
inform,im looking for something serves japanese food
request,may i get the price range
inform,im looking for a cheap restaurant that serves chinese food
request,uh no i need the phone number
request,i would like the address
request,what are the address and post code
inform,a restaurant in the north part of town
inform,looking for an expensive restaurant that serves
null,prise me
inform,looking for a moderately priced restaurant in the east part of town
inform,veitnamese
inform,im looking for a restaurant in the south part of town and it should serve scandinavian food
request,and for good luck what is the post code
negate,no english food
reqalts,how about moderate
inform,i want to find an expensive restaurant that serves swedish food
inform,moderate restaurant north part of town
null,im done
inform,spanish restaurant in the south part of town
thankyou,okay uh thank you and good bye
inform,i want cuban food
inform,i want to find an expensive restaurant that serves korean food
inform,i want a moderately priced restaurant that
confirm,does it serve african
inform,cheap gastropub
request,can i get an address phone number and post code
inform,un unusual food
inform,turkish restaurant
request,whats your phone number and post code
inform,im looking for a moderately priced restaurant that serves vietnamese food
inform,i want to find a moderately priced restaurant in the west part town
null,appleton wisconsin
inform,the turkiesh food
affirm,im looking yes a restaurant in the east of town
inform,east part ot tow
null,i need
inform,im looking for a moderately priced restaurant in the east part of town
inform,im looking for cheap japanese food
null,system
inform,id like a portuguese restaurant
inform,i want something that serves lebanese food
inform,i am looking for kitalian food
null,not sure
inform,im looking for a restaurant in the south part of town serving
inform,uh medium
request,what is the phone number an post code
inform,im looking for a cheap restaurant in the east part of town that serves gastropub food
inform,i want to find a restaurant in the center and it should serve corsica food
reqalts,what is the other portuguese restaurant
inform,i would like to find a restaurant in the east part of town that serves italian
inform,looking for caribbean food
inform,looking for a moderately priced restaurant that serves unusual food
reqalts,what about a moderately priced restaurant in the south part of town
inform,south area
inform,i want to find chinese food
inform,im looking for an expensive restaurant that serves signaporean food
inform,im looking for a restaurant in the center that serves turkish food
request,ah whats the address
inform,is there on serving chineese
reqalts,next one please
request,can i have the address and phone number
inform,doesnt matter west part of town
inform,im looking for polish food
request,uh whats the address and phone number
inform,id like a restaurant in the west part of town
inform,french noise
request,expensive price range
