dialog_act,utterance,predicted_dialogact
inform,looking for an expensive restaurant that serves afghan food,inform
inform,moderately priced restaurant,inform
,sil,inform
inform,it doesnt matter,inform
request,whats the phone number,inform
inform,doesnt matter,inform
inform,restaurant in central,inform
thankyou,thank you goodbye,inform
inform,danish food,inform
inform,dont care,inform
inform,moderately,inform
,cough,inform
inform,center,inform
inform,afghan,inform
affirm,thats correct gastropub food,inform
thankyou,thank you good bye,inform
inform,east part,inform
inform,um i dont know,inform
inform,i want a restaurant in the north part of town that serves vietnamese food,inform
reqalts,what about in the west area,inform
request,phone number,inform
request,whats the address,inform
,sil,inform
request,where,inform
restart,oh jesus christ start over,inform
inform,moderate price,inform
inform,spanish food,inform
negate,no spanish,inform
inform,i dont care moderate price,inform
confirm,is it moderate priced,inform
request,can i have the address,inform
inform,cheap,inform
request,address,inform
request,post code,inform
affirm,yes,inform
request,whats the address,inform
thankyou,thank you good bye,inform
,breathing,inform
,inaudible,inform
request,price range,inform
request,price range,inform
inform,indian,inform
,sil,inform
,adress,inform
request,address,inform
inform,im looking for a restaurant in the east part that serves creative food,inform
thankyou,thank you good bye,inform
request,address,inform
inform,center town,inform
affirm,yes,inform
reqalts,how about european food,inform
inform,okay i dont care about price range,inform
thankyou,thank you good bye,inform
,noise,inform
inform,venetian,inform
affirm,yes,inform
negate,no,inform
,sil,inform
,noise,inform
,unintelligible,inform
inform,okay then any,inform
thankyou,thank you good bye,inform
inform,i dont care,inform
thankyou,thank you goodbye,inform
,sil,inform
thankyou,thank you,inform
inform,um i dont care i just want traditional food,inform
affirm,yes,inform
reqalts,how about french,inform
inform,it doesnt matter,inform
request,may i have the address and area,inform
request,i would like the address,inform
inform,doesnt matter,inform
inform,any area,inform
,uh,inform
affirm,yes,inform
inform,im looking for a restaurant serving british food then,inform
inform,east,inform
inform,east,inform
,dont,inform
inform,i want an expensive restaurant that serves sea food,inform
request,what is the area,inform
inform,i need a restaurant in the west part of town,inform
repeat,repeat,inform
inform,spanish,inform
request,phone number,inform
reqalts,is there anything else,inform
thankyou,thank you good bye,inform
inform,any,inform
request,whats the address,inform
,noise,inform
,noise,inform
inform,tv_noise im looking for a restaurant in the moderately pri,inform
request,may i have the address and phone number,inform
inform,any type,inform
affirm,yes,inform
inform,any kind of food,inform
thankyou,thank you good bye,inform
affirm,yea,inform
inform,indian,inform
thankyou,thank you good bye,inform
request,address and post code,inform
thankyou,thank you good bye,inform
request,phone number,inform
thankyou,thank you good bye,inform
,sil,inform
thankyou,thank you good bye,inform
inform,west,inform
inform,center,inform
inform,the east part,inform
inform,any type,inform
request,phone number,inform
,sil,inform
inform,moderate price range please,inform
hello,hello,inform
reqalts,how about chinese food,inform
inform,a chi ok lets look for chinese restaurant,inform
reqalts,how about vietnamese food,inform
request,address phone number,inform
inform,i want vegetarian food,inform
reqalts,how about portuguese,inform
inform,im looking for an expensive restaurant in the east part of town,inform
thankyou,thank you goodbye,inform
reqalts,how about international food,inform
inform,any price range,inform
inform,sea food,inform
inform,chinese,inform
request,and the phone number,inform
inform,expensive restaurant,inform
inform,caribbean food,inform
reqalts,how about vietnamese,inform
thankyou,thank you good bye,inform
inform,a restaurant in the south part of town serving italian food,inform
thankyou,thank you good bye,inform
inform,id like to find a moderately priced restaurant in the east part of town,inform
inform,chinese,inform
,the addre,inform
bye,k you goodbye,inform
request,address,inform
thankyou,thank you good bye,inform
request,address,inform
thankyou,thank you good bye,inform
request,phone number,inform
thankyou,thank you good bye,inform
inform,doesnt matter,inform
inform,thai food,inform
request,what is the address and phone number,inform
affirm,yes,inform
inform,i want a restaurant in the north part of town,inform
inform,im looking for an indian restaurant in the north part of town,inform
thankyou,okay thank you,inform
thankyou,thank you good bye,inform
thankyou,thank you good bye,inform
inform,north,inform
request,address,inform
thankyou,thank you good bye,inform
inform,cheap restaurant,inform
thankyou,thank you good bye,inform
thankyou,thank you good bye,inform
,unintelligible,inform
inform,im looking for something in the west side,inform
request,can i have the address of it,inform
negate,no,inform
thankyou,thank you good bye,inform
thankyou,thank you good bye,inform
,noise,inform
,noise,inform
thankyou,thank you good bye,inform
inform,thai,inform
request,post code,inform
thankyou,thank you good bye,inform
thankyou,thank you goodbye,inform
inform,looking for something with gastropub on the east side of town,inform
inform,british food,inform
inform,i dont care,inform
request,and what is their phone number,inform
request,the post code,inform
inform,in a moderate price range,inform
request,whats the phone number,inform
inform,italian food,inform
request,address,inform
request,address,inform
thankyou,thank you goodbye,inform
inform,im looking for a cheap restaurant in the east part of town,inform
affirm,yes,inform
request,what type of food is it,inform
thankyou,thank you good bye,inform
inform,can i have a british restaurant in the east please,inform
inform,you know thai thai food,inform
inform,thai,inform
request,and the price range,inform
thankyou,thank you goodbye,inform
inform,id like a restaurant in the center that serves mediterranean food,inform
thankyou,thank you good bye,inform
thankyou,thank you good bye,inform
inform,any price range,inform
inform,spanish,inform
inform,spanish food,inform
request,price range,inform
inform,jamaican food,inform
inform,food type,inform
inform,east part of town,inform
inform,jamaican food,inform
inform,portuguese food,inform
inform,could i have the asian oriental restaurant,inform
inform,expensive,inform
request,phone number,inform
request,what is the post code,inform
,noise,inform
reqalts,is there anything else besides golden wok,inform
inform,im looking for a restaurant in the center that serves romanian food,inform
inform,romanian,inform
inform,moderately,inform
inform,south,inform
inform,moderately,inform
request,phone number,inform
request,could i have their phone number as well,inform
reqalts,anything else,inform
thankyou,thank you good bye,inform
inform,expensive restaurant,inform
inform,i want a restaurant in the center,inform
inform,is there mediterranean food,inform
request,what is the address,inform
inform,venetian,inform
inform,vegetarian,inform
request,phone,inform
inform,im looking for a restaurant in the west part of town that should serve english food,inform
request,price range,inform
thankyou,thank you good bye,inform
thankyou,thank you good bye,inform
thankyou,thank you good bye,inform
inform,it doesnt matter,inform
inform,i would like to find a restaurant in the north part of town,inform
inform,scandinavian food,inform
inform,italian,inform
request,whats the address,inform
,noise,inform
inform,i dont care,inform
request,can i have the address and phone number,inform
request,well whats the phone number,inform
request,phone number,inform
request,phone number,inform
request,um whats the price range,inform
request,address,inform
inform,im looking for an expensive restaurant that serves belgium food,inform
reqalts,what about european food,inform
request,what is the area,inform
inform,korean,inform
inform,north,inform
request,what is the phone number and address,inform
request,and the phone number,inform
request,address,inform
inform,food,inform
inform,any,inform
request,what is the post code,inform
request,address,inform
reqalts,how about indian,inform
,um,inform
inform,north,inform
inform,mediterranean,inform
request,address and phone number,inform
inform,north,inform
request,address,inform
thankyou,thank you goodbye,inform
thankyou,thank you good bye,inform
inform,uh cheap restaurant in the north part of town,inform
request,address,inform
inform,looking for something moderately priced on the north side of town,inform
reqalts,is there anything else,inform
affirm,ye,inform
request,what is the area,inform
request,what kind of food does it serve,inform
confirm,does it serve sea food,inform
thankyou,thank you good bye,inform
inform,moroccan food,inform
reqalts,okay how about indian food,inform
inform,japanese,inform
inform,cheap,inform
inform,west,inform
inform,moderate,inform
,sil,inform
request,what type of food,inform
inform,i dont care bye,inform
thankyou,thank you good bye,inform
inform,um i would like to find an expensive restaurant in the south part of town,inform
inform,i want a cheap restaurant in the north part of town,inform
thankyou,thank you good bye,inform
inform,restaurant in the west part of town,inform
thankyou,thank you good bye,inform
inform,swiss food,inform
inform,romanian food,inform
reqalts,what about asian oriental food,inform
thankyou,thank you good bye,inform
inform,moderate price range,inform
request,what is the phone number,inform
inform,dont care,inform
request,phone number,inform
inform,restaurant in the west part of town,inform
inform,center,inform
inform,italian,inform
request,address,inform
request,phone number,inform
thankyou,thank you good bye,inform
thankyou,thank you good bye,inform
inform,im looking for a restaurant that serves austrian food,inform
request,can i have the address and postal code,inform
inform,steak,inform
inform,any food that serves any restaurant thats expensive,inform
thankyou,thank you good bye,inform
request,address,inform
request,um what is the address and phone number,inform
thankyou,thank you good bye,inform
request,what is the address,inform
inform,expensive french,inform
request,phone number,inform
thankyou,thank you goodbye,inform
inform,cheap restaurant in the north,inform
request,type of food,inform
,sil,inform
request,whats the address,inform
request,phone number,inform
request,whats the post code,inform
request,price range,inform
,sil,inform
inform,im looking for a moderately priced restaurant in the east part of town,inform
thankyou,thank you good bye,inform
inform,scandinavian food,inform
hello,serve hello food,inform
request,price range,inform
request,phone number,inform
request,phone number,inform
bye,good bye,inform
inform,thai food,inform
inform,i dont give a damn about chinese food i want thai food,inform
inform,food from thailand,inform
inform,i dont give a fuck if hk fusion serves chinese food im looking for thai food,inform
inform,tuscan food,inform
inform,im looking for an expensive restaurant serving turkish food,inform
inform,mexican,inform
request,phone number,inform
inform,moderate,inform
inform,moderate,inform
reqalts,how about moderate,inform
thankyou,thank you,inform
,um,inform
thankyou,thank you good bye,inform
reqalts,what about indian,inform
request,what is the phone number,inform
inform,i need restaurant serves spanish food,inform
inform,id like to find a restaurant in any area serving mediterranean food,inform
inform,mediterranean food,inform
thankyou,thank you good bye,inform
inform,moderate,inform
request,phone number,inform
request,whats the phone number,inform
request,the phone number,inform
thankyou,thank you good bye,inform
inform,expensive french food,inform
reqalts,anything else,inform
request,phone number,inform
thankyou,thank you good bye,inform
bye,good bye,inform
request,address,inform
request,address,inform
,noise,inform
inform,french,inform
request,what is the address and phone number,inform
thankyou,thank you good bye,inform
inform,and the food type,inform
reqalts,is there anything else,inform
request,what is the phone number,inform
affirm,yes,inform
inform,restaurant in the east part of town international food,inform
,spice,inform
thankyou,thank you good bye,inform
reqalts,how about indian food,inform
inform,an expensive restaurant in the south part of town,inform
inform,doesnt matter,inform
request,how about the phone number,inform
request,what is the address and phone number,inform
thankyou,thank you good bye,inform
request,what type of food do they serve,inform
request,whats the price range,inform
inform,i dont care can i try again,inform
inform,id like a restaurant that serves thai food,inform
thankyou,thank you good bye,inform
inform,lebanese,inform
request,address,inform
thankyou,thank you good bye,inform
request,what is the address,inform
inform,north american type of food,inform
request,post code,inform
inform,im looking for a restaurant in the center,inform
reqalts,what about belgian food,inform
request,what is the phone number,inform
,noise,inform
request,whats the phone number,inform
thankyou,thank you good bye,inform
inform,cantonese food,inform
request,can i have the post code,inform
inform,id like a restaurant in the north part of town serving indian food,inform
request,what is the address phone number and price range,inform
inform,expensive restaurant south part of town,inform
request,price,inform
request,what is the address,inform
inform,im looking for moderately priced restaurant in the east part of town,inform
request,phone number,inform
,noise,inform
request,post code,inform
inform,im looking for a restaurant in the north part of town that serves thai food,inform
confirm,is it in the north part of town,inform
inform,how about in the west area,inform
,unintelligible,inform
request,what is the phone number,inform
request,okay do you have the address for da vinci pizzeria,inform
thankyou,thank you good bye,inform
inform,south,inform
thankyou,thank you good bye,inform
request,what is the phone number,inform
request,and what is the price range,inform
inform,brazilian food,inform
request,area,inform
request,location,inform
request,what type of food do they serve,inform
request,address,inform
request,address,inform
request,address,inform
inform,i want to find a moderately priced restaurant in the south part of time,inform
inform,expensive,inform
inform,moderate priced restaurant that serves indian food,inform
inform,im looking for a moderate priced restaurant that serves indian food,inform
reqalts,is there anything else,inform
bye,see you goodbye,inform
inform,im looking for a korean restaurant,inform
thankyou,thank you good bye,inform
thankyou,thank you good bye,inform
inform,indian food,inform
,unintelligible,inform
request,address,inform
,noise,inform
request,can i get the phone number and address,inform
request,in the cheap price range,inform
thankyou,thank you good bye,inform
inform,i dont care,inform
thankyou,thank you bye,inform
inform,thai,inform
confirm,does it serve thai food,inform
request,what is the address and phone number,inform
inform,french food,inform
inform,eritrean food in the east part of town,inform
request,and postcode,inform
thankyou,thank you goodbye,inform
reqalts,what about italian,inform
request,can i get the phone number,inform
inform,polynesian food,inform
thankyou,thank you good bye,inform
request,and where is it,inform
confirm,is that in the north part of town,inform
affirm,yes,inform
reqalts,are there any other options,inform
request,what is the phone number,inform
request,what area is it in,inform
request,whats its phone number,inform
inform,moderate,inform
request,address,inform
inform,korean food in the north part of town,inform
inform,i want a restaurant in the north part of town,inform
inform,any,inform
inform,i dont care,inform
inform,asian,inform
thankyou,thank you good bye,inform
request,whats the address,inform
request,phone number,inform
inform,moroccan,inform
,noise,inform
,or,inform
request,what is the address,inform
thankyou,thank you good bye,inform
,unintelligible,inform
inform,spanish food,inform
bye,unintelligible good bye,inform
affirm,uh yes im looking for a belgian restaurant in new york city,inform
inform,turkish,inform
request,can i have the address and the post code please,inform
thankyou,thank you good bye,inform
inform,im looking for a restaurant,inform
inform,in the center part of town french food,inform
thankyou,thank you good bye,inform
reqalts,how about french food,inform
bye,good bye,inform
,sil,inform
inform,in the south part of town,inform
request,and whats the post code,inform
request,whats their address,inform
inform,portuguese food,inform
inform,im looking for a moderately priced restaurant in the east part of town,inform
inform,portuguese,inform
request,may i have the phone number,inform
thankyou,thank you good bye,inform
request,phone number,inform
request,post code,inform
inform,any,inform
thankyou,thank you good bye,inform
inform,im looking for a restaurant in the center of town,inform
inform,im looking for traditional food,inform
request,and the phone number,inform
inform,center,inform
request,what is the type of food,inform
thankyou,thank you goodbye,inform
inform,tuscan,inform
request,phone number,inform
thankyou,thank you good bye,inform
thankyou,thank you good bye,inform
,sil,inform
reqalts,next,inform
inform,noise south part of town,inform
inform,south,inform
inform,european food,inform
thankyou,thank you good bye,inform
inform,any,inform
inform,thai,inform
inform,thai food,inform
inform,thai food,inform
request,address,inform
inform,expensive,inform
inform,im looking for an expensive restaurant that serves venetian food,inform
request,whats the phone number,inform
inform,west part of town cuban food,inform
,priced,inform
request,address,inform
inform,im looking for african food,inform
request,whats the address and phone number,inform
