dialog_act,utterance
inform,im looking for a cheap restaurant
inform,north
inform,any type
inform,im looking for a restaurant in any area that serves japanese
thankyou,thank you good bye
null,noise
inform,i want a cheap restaurant in the north part of town
request,where is it
inform,i dont care
inform,north american food
inform,inexpensive
inform,moderate
inform,south
null,um what
inform,asian oriental
request,whats the address
thankyou,thank you good bye
request,what type of food do they serve
request,the address
reqalts,how about vietnamese
inform,i dont care
negate,no singaporean
request,type of food
inform,i want scottish food
inform,i dont care
thankyou,thank you goodbye
confirm,does it serve chinese food
negate,no
thankyou,thank you good bye
inform,kosher food
negate,no
inform,the south part of town
inform,anything
reqalts,how about spanish food
thankyou,thank you good bye
inform,gastropub food
request,whats their phone number
inform,south
inform,scandinavian
inform,im looking for a restaurant in the east part of town
reqalts,is there anything else
request,phone number
inform,um moderate
inform,expensive
request,address
affirm,yes
reqalts,whats the next one
affirm,yes
null,sil
null,sil
thankyou,thank you good bye
thankyou,thank you good bye
request,what is the phone number and address
inform,i need jamaican food
inform,im looking for a restaurant in any area it should serve gastropub food
request,address
thankyou,thank you good bye
inform,italian food
inform,european food
negate,no
null,what
request,what is the address
thankyou,thank you good bye
request,whats the phone number
request,what is the address
inform,restaurant in the center
request,phone number
inform,im looking for an expensive restaurant serving malaysian food
request,i need the address and phone number
reqalts,how about indian food
request,different kind of food
request,what is the address
affirm,yes
inform,i need it in the north part of town
inform,the south part of town greek food
inform,european food
reqalts,new garden do you have any other
request,address
inform,i need a restaurant that serves canape
affirm,yes
inform,irish
inform,italian food
confirm,does it serve spanish food
inform,indian
affirm,yes
thankyou,thank you good bye
thankyou,thank you good bye
reqalts,next
inform,modern european
request,post code
inform,indian
null,unintelligible
request,phone number
request,what is the address
request,where is it
reqalts,how about chinese food
request,what type of food
inform,north american food
inform,moderately priced restaurant
inform,any
inform,vietnamese food in any area
request,can i have the phone number and address of the venue
request,what is the phone number
inform,turkish food
request,and the address
request,whats the price range
thankyou,thank you goodbye
inform,north part of town
inform,im looking for a restaurant in the center of town that serves
inform,doesnt matter
inform,im looking for expensive spanish food
inform,it doesnt matter
inform,dont care
affirm,yes
bye,you good bye
inform,restaurant
request,what is the phone number
reqalts,anything else
inform,basque food
inform,im looking for a restaurant serving unintelligible
inform,any
reqalts,what about british food
thankyou,thank you good bye
inform,i dont care
null,unintelligible
inform,i dont care
thankyou,thank you good bye
thankyou,thank you good bye
request,whats the address
inform,i dont care
inform,okay cheap turkish food
request,and whats their post code
request,whats its number
request,i want to know the address
negate,no
thankyou,thank you good bye
inform,a cheap restaurant
inform,vietnamese food
request,what is the area
request,okay whats the address for that
request,phone number
thankyou,thank you good bye
inform,i am looking for a restaurant in the center of town serving turkish food
inform,indian
inform,moderate
repeat,repeat that
thankyou,thank you good bye
thankyou,thank you
thankyou,thank you good bye
inform,moderately priced
thankyou,thank you good bye
reqalts,anything else
inform,portuguese food
thankyou,thank you good bye
null,unintelligible
reqalts,how about british type of food
affirm,yea
request,what is the address
affirm,yes
request,can i have the address please
inform,east
thankyou,thank you good bye
request,phone number
reqalts,is there anything else that serves turkish
reqalts,anything else gastropub
reqalts,is there anything else
reqalts,is there a restaurant serving thai food
request,what is the phone number
inform,italian
request,what type of food
request,area
inform,seafood
inform,polynesian
thankyou,thank you good bye
affirm,yes
reqalts,how about portuguese food
bye,good bye
inform,im looking for an expensive restaurant in the east part of town
affirm,right
ack,kay
reqalts,how about chinese food
inform,romanian food
request,address
request,what is the area
inform,indian
inform,could i have the asian oriental restaurant
inform,doesnt matter
inform,west
thankyou,thank you good bye
null,sil
request,the address
negate,no danish food
null,range please
affirm,yes
request,phone number
thankyou,thank you good bye
inform,any
inform,doesnt matter
inform,scandinavian food
affirm,right
inform,any area
inform,east
affirm,yes a restaurant in the east of town unintelligible serving canap
inform,uh that doesnt matter
request,type of food they served
inform,indian food
inform,i want a restaurant that is cheap and
thankyou,thank you goodbye
request,whats the address
thankyou,thank you good bye
request,can i have the address
bye,good bye
reqalts,can i have another option
request,what area
inform,im looking for a cheap restaurant that serves canapes food
request,what type of food is that
null,unintelligible
inform,im looking for an expensive restaurant
inform,i would like afghan food
inform,any type
inform,chinese food
inform,i dont care
thankyou,thank you good bye
request,whats the address
thankyou,thank you goodbye
inform,i want to find a cheap restaurant in the west part of town
inform,i dont care
request,what is the post code
inform,i dont care
negate,no
affirm,yes
request,what is the phone number
inform,in west part of town
inform,i dont know
request,what is the address
request,phone number
inform,north
affirm,yes
inform,south part of town
reqalts,next one
request,phone number
thankyou,thank you good bye
reqalts,okay how about a moderately prices restaurant that serves
inform,what about expensive food
inform,expensive
inform,cuban food
null,noise
request,phone number
inform,irish fdod
reqalts,how about a restaurant that serves french food
inform,korean
request,phone number
reqalts,how about british food
thankyou,thank you good bye
request,whats the address
thankyou,thank you good bye
request,the phone number
inform,italian
inform,i want to find a expensive restaurant and it should serve english food
inform,expensive
inform,cuban
inform,cheap
inform,i need to find a cheap restaurant
inform,next restaurant
request,address
request,phone number
thankyou,thank you good bye
null,laughing
inform,i want to find a cheap restaurant and it should serve portuguese food
bye,good bye
request,type of food
thankyou,thank you good bye
inform,polish food
request,phone number
inform,international food
thankyou,thank you good bye
thankyou,thank you good bye
inform,tv_noise any
request,okay and ah wheres it located
request,address
request,may i have the address please
inform,caribbean
inform,asian oriental food
inform,west
inform,vietnamese
inform,expensive east part of town
request,phone number
inform,cheap price range
request,address
affirm,yes
request,phone number and address
request,phone number
request,phone number and area
request,whats its address
request,um whats the phone number
thankyou,thank you good bye
thankyou,tv_noise thank you goodbye
reqalts,how about french food
inform,catalan
request,whats the address
inform,spanish
request,may i have the post code please
inform,looking for a moderately priced restaurant in the west part of town
thankyou,thank you goodbye
inform,uh gastropub
inform,russian food
request,and whats the price range
affirm,yes
inform,any price range
inform,can i get tuscan foo
request,price range
confirm,is it moderately priced
inform,i want a find a restaurant serving mediterranean food
thankyou,thank you goodbye
inform,in the center that serves unintelligible asian
inform,uh are there any that serves mediterranean
inform,uh it doesnt matter
thankyou,thank you good bye
request,phone number
inform,i dont care
inform,north part of town
affirm,yes
inform,im looking for a cheap restaurant in the west part of town
inform,cheap restaurant
inform,i dont care
request,phone number
inform,cheap food in the east part of town
inform,cheap
null,inaudible
thankyou,thank you good bye
thankyou,thank you good bye
request,what is the phone number
thankyou,thank you good bye
thankyou,thank you good bye
reqalts,anything else
inform,italian
inform,i would like to find a cheap restaurant in the south part of town
reqalts,other
inform,south
request,whats the phone number
thankyou,thank you good bye
inform,spanish
inform,any
request,their price range
inform,moderately priced danish food
inform,im looking for a moderately priced restaurant serving fusion food
thankyou,thank you good bye
inform,id like a restaurant in the center that serves danish food
reqalts,okay how about indian food
thankyou,thank you good bye
inform,expensive
affirm,yes
affirm,yes id like an expensive restaurant in the east part of town
ack,kay um
reqalts,how about in any price range
reqalts,is there anything else
request,and what is the phone number
inform,i would like a cheap restaurant in the west part of town
request,can i have the price range
thankyou,thank you good bye
inform,im looking for vegetarian food
inform,portuguese food
request,phone number
reqalts,is there anything else
request,what is the phone number
request,what is the address
affirm,yes
request,can i get the address
inform,hungarian food
inform,expensive restaurant in the south part of town
request,what is the telephone number
null,unintelligible
inform,im looking for a cheap restaurant that serves chinese food
request,what is the address
inform,indian
inform,i need a restaurant in the west part of town that serves european food
inform,im looking for a cheap restaurant
inform,i dont care
null,and ah
request,phone number
inform,ok i want to find a restaurant in the south part of town
inform,im looking for a restaurant in any area that servess
request,what type of food does it serve
inform,moderate
thankyou,thank you good bye
reqalts,how about north american
inform,i want a restaurant
null,unintelligible
request,and whats the phone number for that
request,what is the address
inform,turkish restaurant
request,address
inform,any area
request,address
reqalts,anything else
request,post code
inform,i want a cheap restaurant in the south part of town
request,address
request,price range
inform,i dont care
confirm,is it moderate priced
inform,restaurant in the north part of town
inform,im looking for an expensive restaurant in the south
inform,traditional food
inform,it doesnt matter
thankyou,thank you good bye
inform,expensive
request,what is the phone number
inform,im looking for a modertley priced restaurant in the south
thankyou,thank you goodbye
bye,goodbye
request,address
confirm,is it european
null,noise
thankyou,thank you good bye
request,what is the address phone number and price range
inform,any
inform,modern european food
request,address
inform,i dont care
request,address and the post code
inform,traditional food
request,phone number
inform,any kind
request,what is the phone number
thankyou,thank you good bye
inform,im looking for traditional food
inform,any
request,how much
inform,i want a restaurant that serves welsh food
request,can you give me the address please
inform,a moderately priced fusion food
request,can i have the address and the phone number of the venue
negate,no
negate,no
confirm,okay is there a chinese restaurant in the north part of town
affirm,yea in the west part of town
inform,i dont care
inform,find gastro pub type food
request,whats the phone number
thankyou,thank you good bye
affirm,right
request,phone number
inform,japanese food in the center of town
thankyou,thank you good bye
request,whats the phone number
reqalts,whats another one
request,what is the phone number
negate,no i want spanish food
inform,i want a restaurant that serves creative food
inform,doesnt matter
inform,doesnt matter
request,phone number
inform,i would like it to be cheap
thankyou,thank you good bye
null,sil
inform,vietnamese
inform,chinese food
inform,cheap
inform,restaurant
inform,irish food
inform,cheap
thankyou,thank you and price range
inform,south part of town
request,phone number
affirm,correct
request,what is the address
request,type of food
request,what is the address
null,type
request,what is the address and phone number
inform,kosher
thankyou,thank you bye
inform,i want to find a cheap restaurant that serve
null,unintelligible
affirm,right
inform,restaraunt serving fusion food
inform,center part of town
request,whats their price range
inform,south
null,chikkis
inform,i would like a cheap restaurant in the north part of town
thankyou,thank you good bye
thankyou,thank you good bye
reqalts,how about mediterranean food
request,postcode
thankyou,thank you good bye
request,whats the post code
affirm,yes
negate,uh no
request,what type of food does it serve
request,curry prince address and phone number
inform,british food
request,whats the address phone number and post code
null,unintelligible
inform,a moderately priced restaurant in the
reqalts,do you have another
inform,im looking for a restaurant in the west part of town
affirm,yes
request,and the post code
inform,international food
inform,a moderately priced restaurant in the north part of town
thankyou,thank you good bye
inform,italian food
request,the phone number
inform,moderate
reqalts,okay is there any others
inform,im looking for polynesian food
negate,no
null,sil
thankyou,thank you goodbye
null,unintelligible
request,and whats the phone number
inform,im looking for english food in the west part of town
inform,italian
inform,any part of town
request,phone number
null,im looking
request,and post code
inform,european food
request,address
reqalts,is there anything else
reqalts,how about modern european food
null,noise
inform,change that to mediterranean food
inform,indian
request,what is the phone number
null,noise
inform,i want mediterranean food
request,and post code
inform,thai
inform,cantonese
inform,im looking for a restaurant in the south part of town that serves christmas food
request,whats the address
inform,cheap restaurant
inform,center town
negate,wrong no
negate,no im looking for thai food
affirm,yes id like hungarian food in the south part of town
thankyou,thank you good bye
request,can i get an address phone number and post code
inform,im looking for a restaurant that serves unintelligible
null,unintelligible
affirm,yes
inform,scandinavian
inform,im looking for a restaurant in the center part of town
reqalts,what about spanish
request,address
inform,i dont care
thankyou,thank you good bye
null,sil
thankyou,thank you good bye
bye,good bye
inform,in a moderate price range
inform,earatrain
thankyou,thank you good bye
affirm,yes
inform,north american
inform,doesnt matter
null,unintelligible
null,noise
confirm,uh is there a modern european food restaurant
inform,portuguese
repeat,go back
affirm,yes
inform,i want a cheap restaurant in the south part of town
request,may i have the address
request,the address
inform,gastropub
request,what type of food
request,whats its address
request,phone number
request,address
thankyou,thank you goodbye
inform,west part of town
reqalts,is there a restaurant in the west part of town that serves vietnamese food
inform,indian
request,address
thankyou,thank you
request,type of food
inform,chinese food
thankyou,thank you goodbye
thankyou,thank you good bye
request,could i have the phone number please
inform,i dont care
request,okay whats the post code
inform,any
inform,spanish
affirm,yes id like to find a cheap
request,can i get the address and area of the venue
inform,center area
inform,i would like australian foo
inform,south
request,what is the address
thankyou,thank you good bye
reqalts,how about korean food
inform,spanish
affirm,yes
request,okay and uh whats the address
thankyou,thank you good bye
inform,i would like to find a restaurant in the west part of town that serves
request,what is the address and phone and postal code
inform,singaporean
request,post code
inform,vietnamese
request,whats the phone number
thankyou,thank you good bye
request,what area
affirm,yes
negate,no dont care
inform,is there an expensive restaurant serving thai food
affirm,yes
affirm,yes barbecue food
inform,i am looking for asian oriental type food
affirm,yes
thankyou,thank you good bye
bye,good bye
request,address
thankyou,thank you good bye
inform,restaurant
request,what type of food do they serve
inform,anything
inform,im looking for a restaurant in the east part of town that serves chinese food
inform,i want italian food
inform,find a moderately priced restaurant that serves bask food
inform,can i have a caribbean food
inform,i dont care
inform,moderate
inform,indonesian
inform,im looking for a moderately priced restaurant in the
thankyou,thank you good bye
null,usually
inform,vietnam
inform,cantonese
affirm,yes
request,phone number
inform,south
inform,im looking for a moderately priced restaurant in the south part of town
inform,im looking for singaporean food
thankyou,thank you good bye
inform,im looking for a restaurant in the north part of town that serves belgian food
inform,im looking for a cheap restaurant in the north part of town
reqalts,how about british type of food
inform,italian food
inform,im looking for a moroccan restaurant in the center of town
negate,no
request,whats the address
request,can i get the address
inform,im looking for a moderately
inform,i want to find a restaurant in the center that should serve belgian food
hello,hi i am looking for a moderately priced restaurant in the west
inform,west part of town
null,sil
request,address and area
inform,cheap unintelligible food
inform,creative food
inform,it doesnt matter
request,address
inform,scandinavian food
inform,indian food
affirm,yes
null,sil
request,address
inform,okay i want indian
inform,im looking for thai food
inform,im looking for a cheap restaurant in the north of town
reqalts,is that the only one with indian food
request,phone number
request,whats the phone number
request,do you have the address
thankyou,thank you goodbye
request,address
thankyou,thank you good bye
request,okay what is the addre
thankyou,thank you good bye
negate,no
thankyou,thank you good bye
inform,moderate price in south
inform,scandinavian food
thankyou,thank you goodbye
inform,um is there one selling indian
inform,sea food
request,how much
thankyou,thank you good bye
request,what is the address and phone number
thankyou,okay thank you good bye
thankyou,thank you good bye
inform,doesnt matter
inform,id like an expensive restaurant
negate,no canapes
inform,um portuguese
inform,any is okay
reqalts,what about vietnamese food
inform,gastropub food
request,the address
affirm,yes in the west part of town
inform,spanish
inform,fusion food
inform,cheap
request,phone number
inform,i dont care
affirm,right
inform,north
inform,im looking for a british restaurant
inform,i am looking fora restaurant that should serve
inform,thai food
null,noise
null,cough
affirm,yes serving chinese food
confirm,does it serve african
thankyou,thank you good bye
request,what is the phone number
request,type of food
reqalts,what about asian oriental
request,address
inform,im looking for a restaurant in the south part of town
null,noise
request,phone number
thankyou,thank you good bye
inform,italian food west part of town
request,what is the address
request,can i get the address phone number and post code please
affirm,yes
negate,no
inform,french food
request,whats the address
thankyou,thank you good bye
inform,spanish
reqalts,how about canape
inform,doesnt matter
deny,i dont want vietnamese food
inform,north
inform,i need a cheap restaurant in the west part of town
inform,id like to find a restaurant that serves korean food
inform,im looking for eritrean food
inform,portuguese
reqalts,what about portuguese food
null,adress
inform,venetian
thankyou,thank you good bye
negate,no
null,sil
inform,any food
inform,north
inform,greek food
affirm,yes
thankyou,thank you good bye
inform,i am looking for a moderately priced restaurant in the
inform,south
inform,korean food
thankyou,thank you good bye
thankyou,thank you good bye
inform,south
inform,mexican food
inform,indian food noise
reqalts,how about chinese food
null,sil
inform,looking for a moderately priced restaurant in the north of town
reqalts,anything else
reqalts,is there anything else
request,phone number
negate,no
request,phone number
null,sil
null,unintelligible
negate,no
inform,serves halal food
inform,north part of town
inform,any
inform,i dont care but it needs to be in the west part of town
null,unintelligible
affirm,right
reqalts,do you have anything else
inform,mediterranean food
inform,doesnt matter
inform,any
thankyou,thank you good bye
inform,uh just pick a restaurant
inform,vietnamese
inform,italian food
request,whats the address
inform,danish
inform,im looking for a restaurant that serves seafood
request,what type of food do they serve
inform,um im looking for a restaurant serving thai food
thankyou,thank you good bye
request,address
confirm,is it hungarian
confirm,does it serve swedish serve
inform,cheap food
inform,im looking for a restaurant in the south part of town
inform,catalen food
affirm,yes
inform,north
negate,no thank you goodbye
inform,north
confirm,is there a venue that serve vietnamese food
inform,cheap restaurant
request,whats the address
thankyou,thank you good bye
thankyou,thank you good bye
inform,moderate
thankyou,thank you good bye
inform,italian
affirm,yes
inform,mediterranean
inform,expensive
request,and the area
inform,greek restaurant north of town
request,area of the food of the venue
thankyou,thanks goodbye
reqalts,how about french food
inform,canapes
thankyou,thank you good bye
inform,i am looking for a cheap restaurant
ack,im good
request,can i have the address please
null,sil
inform,belgium food
affirm,yes
thankyou,thank you good bye
inform,i dont care
inform,im looking for something cheap
null,okay
request,what type of food is there
request,can i have the address phone number
inform,are there any that serve vietnamese food
null,noise
request,what is the phone number
thankyou,okay thank you goodbye
request,address
thankyou,thank you good bye
inform,i would like to find a moderately priced restaurant in the north part of town please
inform,uh indian
request,whats the address
inform,i want to find a moderately priced restaurant
thankyou,thank you good bye
inform,lebanese food
inform,vietnamese
inform,venesian
affirm,yes id like an expensive restaurant in the east part of town
negate,no thai food
affirm,yes mexican food
inform,english
reqalts,how about european food
request,what is their address
inform,i need to find an expensive restaurant in the south park of town
thankyou,thank you good bye
inform,im looking for a expensive restaurant that serves vegetarian food
thankyou,thank you good bye
request,phone number
request,phone number
inform,looking for a moderately priced restaurant in the east part of town
inform,center
request,whats the phone number
request,phone number
request,and the phone number
reqalts,how european food
request,what is the address
thankyou,thank you good bye
ack,kay
request,phone number
request,the address
inform,the north
thankyou,thank you good bye
null,sil
thankyou,thank you good bye
inform,venetian
inform,i need a cheap restaurant in the south part of town
affirm,correct
inform,im sorry i meant creative food
request,what area is it
request,what is the address
inform,halal
thankyou,thank you good bye
request,may i have the address please
thankyou,thank you
thankyou,thank you
inform,south town
inform,not chinese food thai food
inform,cheap restaurant in the north part of town
affirm,yes
request,phone number
request,and price range
inform,a restaurant in the center of town
inform,italian
inform,okay moderate price range
null,noise
inform,portuguese food
inform,chinese
request,type of food
request,phone number
null,sil
inform,malaysian food
thankyou,thank you good bye
thankyou,thank you good bye
inform,indian
request,post code
request,whats the address
request,could i get the phone number please
request,could i have their address please
reqalts,is there anything else
inform,british food
thankyou,thank you goodbye
thankyou,thank you goodbye
thankyou,oh thank you good bye
inform,unintelligible food
request,whats the phone number
inform,german food
confirm,does it serve gastropub
request,address phone number postcode
request,address
null,noise
reqalts,how about chinese food
inform,expensive restaurants
null,noise
inform,cheap
reqalts,is there anything else
inform,im looking for an expensive restaurant in the east part of town
inform,modern european
inform,restaurant in the south part of town
inform,in the east part
thankyou,thank you good bye
inform,any
null,unintelligible
thankyou,thank you good bye
inform,im looking for a restaurant in the center
inform,doesnt matter
inform,moderately priced restaurant in the north part of town
thankyou,thank you good bye
inform,i dont care
inform,west part of town
inform,singaporean food
request,can i get the phone number and price range
inform,portugese
affirm,yes
inform,expensive
request,uh can i get the post code and phone number
null,that serves viet
null,can i
inform,north part of town fast food
thankyou,thank you good bye
request,what type of food
inform,im looking for a restaurant in the west part of town that serves canapes food
request,may i have the address and phone number please
inform,im looking for a restaurant in any area that serves cantonese food
reqalts,what about vietnamese food
request,thats fine can i get their phone number please
affirm,yes
request,price range
inform,any
request,and their phone number
inform,catalan food
thankyou,thank you good bye
inform,sea food
request,address
request,phone number
inform,asian food
inform,persian food
inform,is there greek food
inform,the west
inform,i would like to find a moderately priced restaurant in the east part of
request,address
inform,i dont care about the price range
inform,moderately priced restaurant
null,sil
inform,id like a cheap restaurant in the north part of town
inform,thai food
null,aristrain
inform,east
request,address and phone number
null,noise
request,whats the phone number for noise
thankyou,thank you good bye
inform,north
affirm,yes
request,address
inform,west
inform,west
thankyou,thank you good bye
inform,its in the south
thankyou,thank you good bye
reqalts,how about modern european
inform,i want a restaurant
request,phone number
inform,any kind of food id like a cheap restaurant
inform,chinese food
request,can i get the address
inform,cheap restaurant
inform,irish food
thankyou,thank you good bye
request,what type of food does it serve
request,what is the address
inform,british
thankyou,okay thank you goodbye
request,address
inform,looking for a moderately priced restaurant in the east part of town
inform,west
inform,the south part of town
inform,uh restaurant
inform,any price range
reqalts,is there anything else
inform,food
affirm,yes
inform,i dont care
request,breath may i have the phone number and address please
inform,indonesian food
inform,can i have a cheap restaurant
inform,it doesnt matter
inform,tuscan food
null,sil
inform,mediterranean food
null,sil
negate,no
inform,looking for a restaurant in the east part of town
thankyou,thank you good bye
inform,can i have a cheap restaurant
request,what is their address
request,address
inform,moderately
null,noise
thankyou,thank you good bye
inform,i would like an expensive restaurant in the south of town
inform,turkish food
affirm,yes
inform,swedish
request,phone number
request,address
null,what
thankyou,thank you good bye
inform,breath i dont care
reqalts,is there anything else
ack,okay uh
request,phone number
request,location
thankyou,thank you good bye
inform,im looking for a restaurant in the south of town serving chinese food
affirm,yes
request,phone number
inform,im looking for a cheap restaurant in the west part of town
inform,spanish food
inform,korean
inform,modern european food
thankyou,okay thank you goodbye
bye,okay good bye
request,address
reqalts,how about asian oriental
request,price range
inform,im looking for a chinese restaurant
request,addre
request,whats the phone number and address
request,what about the address
request,address
inform,south
inform,i need a restaurant in the west part of town that serves english food
request,and the phone number
request,area
request,may i have its address
inform,okay can i have european food
null,unintelligible
inform,west
inform,afghan food
reqalts,how about spanish food
inform,expensive
inform,west
affirm,yes
inform,im looking for international food
inform,vietnamese food
inform,i dont care
request,what is the address
thankyou,okay thank you good bye
inform,in the west part of town
affirm,yes
reqalts,how about portuguese food
inform,expensive
request,and the phone number
request,what is the address and phone number
inform,west
request,can i have the address
reqalts,is there anything else
inform,i want to find a rest
affirm,yes
inform,any
inform,i dont care
inform,chinese food
request,could have the phone number
null,okay
reqalts,is there anything else
request,tell me the phone number
inform,uh east
reqalts,anything else
inform,im looking for an indian restaurant in the east of town
reqalts,what about vietnamese type of food
inform,italian
inform,any
reqalts,anything else
inform,any
thankyou,thank you good bye
request,phone number
inform,french food
inform,thai food
affirm,yes
request,how about the address
request,may i have the phone number
thankyou,thank you good bye
reqalts,is there a restaurant in the west part of town that serves thai food
request,address
null,noise
thankyou,thank you goodbye
null,sil
inform,im looking for a european restaurant in center area
request,and their address
reqalts,is there anything else
inform,centre
request,and what is their phone number
inform,pan asian
thankyou,thank you good bye
inform,any
inform,im looking for moderately priced restaurant and it should serve halal food
request,price range
request,and the price range
null,unintelligible
affirm,right
inform,i dont care
thankyou,thank you good bye
inform,im looking for a moderately priced restaurant in the south
thankyou,thank you good bye
request,address
request,okay and price range
inform,cheap
inform,moderate
inform,crossover food in the north part of town
inform,indian food
request,and the phone number
thankyou,thank you good bye
thankyou,thank you good bye
request,may i have the address and phone number
thankyou,thank you good bye
null,unintelligible
request,whats the address
inform,uh the south
thankyou,thank you good bye
request,whats the address
request,what type of food is it
inform,east
request,whats the area
thankyou,thank you good bye
inform,east
inform,food from thailand
inform,i need something in the east part of town that serves
thankyou,thank you goodbye
thankyou,thank you very much good bye
affirm,yes
inform,dont care
inform,moderately priced restaurant in the east
inform,i want a cheap restaurant in the east part of town
reqalts,how about indian food
thankyou,thank you good bye
request,what is the address
request,postcode
inform,i dont care
inform,expensive restaurant south part of town
request,whats the address
request,address
inform,dont care
request,type of food
reqalts,is there anything else
affirm,right
inform,indian
reqalts,what about in any area
confirm,is it moderately priced
inform,restaurant in the west part of town
request,the phone number
affirm,yes
inform,restaurant any area kosher food
inform,ringing i need a moderately priced restaurant
inform,korean restaurant
inform,i dont care
inform,any
thankyou,thank you good bye
request,could i have the address and phone number
inform,north american
request,address
reqalts,how about european type of food
inform,could i have a restaurant in the center
negate,no canapes
thankyou,thank you good bye
inform,a restaurant
request,address
inform,uh indian
null,sil
inform,could i have a cheap restaurant in the east part of town
inform,um im looking for a moderately priced restaurant in the south part of town
inform,dont care
inform,i dont care
inform,any part of town
inform,greek food
reqalts,what about gastropub type of foo
request,what is the address
request,whats the phone number
request,phone number
request,what is the address phone number and price range
request,address
inform,malaysian food
bye,good thank you good bye
inform,im looking for a cheap restaurant in the west part of town
reqalts,is there anything else
inform,im looking for a restaurant serving unintelligible
inform,moderate restaurant kosher food
request,address
reqalts,how about asian oriental
request,phone number
inform,restaurant in the south part of town
inform,north
thankyou,thank you good bye
request,what is the post code
inform,doesnt matter
reqalts,how about modern european food
inform,im looking for a restaurant serving french food
affirm,yea
null,i would like
inform,i want a cheap restaurant in the north part of town
inform,whats a cheap restaurant on the east part of town
request,whats the address
request,post code
inform,italian food
inform,north part
thankyou,thank you good bye
inform,west
inform,i need a moderately priced restaurant in the south part of town
inform,dont care
inform,chinese
thankyou,thank you good bye
inform,im looking for a restaurant in the center serving russian food
inform,european food
inform,the south part
negate,no
null,unintelligible
inform,is there anything in the cheap price range
affirm,yes
inform,modern european
request,what is the phone number
affirm,right
inform,im looking for an expensive restaurant with venetian food
request,whats the phone number
negate,no
thankyou,thank you good bye
request,and what type of food
inform,italian
thankyou,thank you
inform,korean
affirm,yes
inform,vietnamese
inform,cheap restaurant
request,type of food
request,address
inform,asian oriental
inform,im looking for a restaurant in any area that serves north american type
request,okay address phone number and post code please
inform,im looking for a russian food
inform,south of town
null,i know mia
inform,im looking for a moderately priced restaurant in the north part of town
inform,sea food
thankyou,good bye thank you
request,phone number
inform,vietnamese
affirm,yes
reqalts,is there anything else
thankyou,thank you good bye
affirm,right that serves italian food
request,what type of food does the missing sock serve
inform,the south
inform,spanish
reqalts,what about vietnamese type of food
inform,gastropub
inform,anywhere
inform,any time
inform,food
thankyou,thank you good bye
inform,catalan
inform,im looking for an expensive restaurant that serves basque food
thankyou,thank you goodbye
inform,traditional food
request,what is the address
inform,i dont care
request,can i get the address
inform,dont care
reqalts,what about indian food
thankyou,okay thank you good bye
inform,food
thankyou,thank you good bye
inform,im looking for a thai restaurant
inform,chinese food thats moderately priced
inform,chinese food
request,may i have its address
inform,east
inform,dont care
inform,modern european
request,what is the address
inform,any where
inform,moderately priced
negate,no im looking for a moderately priced restaurant that serves kosher food
inform,a moderately priced restaurant in the east of town
inform,moderate priced in the north part of town
inform,cheap price range
inform,im looking for a restaurant in the west part of town
request,post code
inform,im looking for a restaurant in the west part of town that serves scottish
null,um
inform,im looking for a restaurant in the west part of town
negate,not
null,sil
request,phone number
request,what kind of food do they serve
inform,it doesnt matter
inform,any
null,whats the promo code
null,unintelligible
request,give me the phone number
request,whats their address
request,may i have the phone number
request,what is the price range
inform,can i have an expensive restaurant
affirm,correct
inform,any area
inform,gastropub type food noise
inform,i dont care
request,can i get a phone number please
inform,cheap
inform,vietnamese food
request,phone number
inform,it should be in the north part of town
request,phone number
thankyou,thank you goodbye
request,whats the address
confirm,is there a jamaican restaurant
inform,it doesnt matter
bye,good bye
request,what is the price range
thankyou,thank you good bye
affirm,yes
inform,moderately priced restaurant
inform,i dont care
null,sil
thankyou,thank you good bye
affirm,yes
request,what is the phone number
inform,malaysian food malaysian
request,whats the address and phone number
reqalts,how about british food
thankyou,thank you good bye
inform,im looking for a restaurant in the south part of town
request,can i have the address
null,sorry
inform,a moderate restaurant in the west part of town
inform,it doesnt matter
thankyou,thank you good bye
inform,any japanese restaurants
inform,doesnt matter
request,whats the post code
inform,i dont care
null,unintelligible
inform,portuguese food
inform,im looking for an indian restaurant in the
inform,modern european food
request,what type of food is it
request,phone number
inform,expensive
request,may i have the phone number
inform,im looking for cheap japanese food
inform,id like to find a cheap restaurant in the west part of town
reqalts,how about cheap
thankyou,thank you good bye
request,price range
hello,hello and welcome to the cambridge
inform,could i have a moderately priced restaurant that serves thai food please
request,whats the address
thankyou,thank you good bye
reqalts,is there anything else
inform,danish food
inform,south part of town
inform,oriental food
request,price range
thankyou,thank you good bye
request,any price
thankyou,thank you good bye
bye,good bye
reqalts,how about korean food
null,unintelligible
inform,north part of town
request,can i get the address and phone number please
request,kay and ah where is it located
inform,malaysian
inform,im looking for a cheap restaurant in the west part of town
inform,moderately priced restaurant
thankyou,thank you goodbye
inform,romanian
inform,im looking for a restaurant in the south part of town that serves european food
thankyou,thank you is there anything else
inform,moderate
thankyou,thank you good bye
inform,im looking for a cheap restaurant in the north part of town
inform,dont care
affirm,yeah
thankyou,thank you goodbye
null,im looking
inform,spanish
inform,find moderately priced restaurant in the west part of town
reqalts,how about chinese food
inform,north part of town north part of town
null,medium
inform,im looking for a restaurant in the center
inform,looking for something moderately priced on the north side of town
inform,uh i dont care
inform,asian
request,can i have the address
reqalts,how about cheap
inform,moderate
